도시,날짜,PM25,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,벤젠,톨루엔,자일렌,AQI,AQI등급
Lucknow,2017-01-01,166.35,,15.18,33.39,,,1.39,12.15,21.3,2.02,5.18,,350.0,Very Poor
Amaravati,2020-02-01,21.22,43.36,2.75,12.12,8.68,13.05,0.45,18.25,31.33,0.24,0.49,0.12,52.0,Satisfactory
Thiruvananthapuram,2020-03-28,28.9,54.61,3.34,8.43,11.03,4.26,0.94,5.04,49.23,,,,78.0,Satisfactory
Amaravati,2020-02-12,59.61,94.82,2.4,17.03,11.02,19.76,0.67,21.32,55.77,0.74,3.79,0.13,86.0,Satisfactory
Amaravati,2020-02-14,43.11,76.55,2.24,16.21,10.44,18.22,0.52,23.05,46.64,0.45,1.41,0.13,87.0,Satisfactory
Mumbai,2017-01-14,,,,,,,0.0,,,,,,,
Amaravati,2020-02-18,31.68,62.23,2.77,14.53,9.98,18.14,0.48,20.98,37.94,0.46,1.51,0.18,66.0,Satisfactory
Hyderabad,2017-12-02,69.44,123.66,7.02,35.14,23.91,16.25,0.76,10.97,65.3,4.65,15.59,3.93,135.0,Moderate
Chennai,2017-10-08,35.37,,8.06,14.77,12.53,49.16,0.09,10.51,35.85,0.03,0.05,,75.0,Satisfactory
Shillong,2020-01-08,11.0,,0.57,1.83,0.46,1.88,0.12,4.93,19.06,0.14,0.1,,,
Visakhapatnam,2019-10-27,116.65,192.8,32.3,41.26,47.34,4.86,1.11,26.63,22.5,1.27,5.51,1.25,132.0,Moderate
Lucknow,2018-01-14,231.89,,38.7,62.82,65.0,50.05,1.36,9.76,26.75,1.46,3.4,,420.0,Severe
Talcher,2018-05-24,39.91,84.57,16.44,10.59,9.34,14.47,1.71,29.27,12.84,0.0,0.0,,91.0,Satisfactory
Jorapokhar,2019-12-13,140.04,256.39,8.57,9.66,,6.35,,36.83,58.09,,,,300.0,Poor
Mumbai,2019-02-07,18.67,94.56,40.78,24.61,60.36,,1.59,12.31,44.44,0.59,,,103.0,Moderate
Delhi,2020-01-30,91.56,168.43,30.79,45.04,50.9,36.77,1.08,10.06,24.23,3.49,19.83,0.14,195.0,Moderate
Thiruvananthapuram,2019-11-23,22.78,53.49,15.77,23.24,23.25,11.04,1.5,8.61,17.12,,,,91.0,Satisfactory
Amaravati,2020-04-05,23.9,46.95,1.34,3.93,3.18,7.68,,19.38,25.31,0.02,0.26,0.18,51.0,Satisfactory
Thiruvananthapuram,2020-03-16,30.67,60.2,5.67,16.04,14.77,9.49,0.93,8.27,45.65,,,,62.0,Satisfactory
Amaravati,2020-04-10,21.17,41.26,1.3,6.54,4.25,6.25,0.0,13.94,36.65,0.32,1.26,0.17,53.0,Satisfactory
Hyderabad,2019-07-31,10.95,24.67,3.45,13.33,9.93,10.54,0.37,9.55,16.46,0.21,1.16,0.09,37.0,Good
Hyderabad,2017-06-04,14.36,40.42,9.13,24.08,8.73,20.08,0.08,4.09,46.26,0.01,0.5,0.11,84.0,Satisfactory
Visakhapatnam,2016-07-30,29.12,77.05,8.21,30.77,21.1,15.58,0.89,26.82,41.79,4.09,6.99,2.75,95.0,Satisfactory
Amaravati,2020-05-01,28.33,54.31,1.4,4.92,3.75,9.08,,14.34,37.13,0.03,0.3,,51.0,Satisfactory
Chennai,2017-07-27,51.29,,6.65,12.4,9.5,,0.03,4.81,23.46,0.01,0.0,,164.0,Moderate
Amaravati,2020-05-11,17.1,44.23,1.56,6.38,4.65,7.21,,5.75,20.46,0.05,0.51,,43.0,Good
Jaipur,2019-06-09,52.86,106.15,15.78,38.67,44.55,20.44,1.01,12.04,78.46,1.27,4.87,,137.0,Moderate
Jaipur,2017-10-08,90.96,137.4,11.93,44.42,34.28,62.2,0.24,8.71,0.43,0.0,0.23,,195.0,Moderate
Hyderabad,2018-11-04,24.88,48.95,4.85,30.95,20.14,9.51,0.51,3.89,25.91,1.44,10.1,0.95,55.0,Satisfactory
Jorapokhar,2019-01-06,,500.88,7.71,7.82,,6.67,,84.93,31.31,,,,575.0,Severe
Lucknow,2016-10-15,141.57,,49.68,93.07,,,2.35,9.34,49.32,2.15,3.47,,312.0,Very Poor
Talcher,2020-05-14,51.88,63.17,59.56,13.94,40.2,13.88,1.25,15.37,43.26,0.0,,,109.0,Moderate
Delhi,2015-08-07,64.58,154.92,19.7,48.24,202.11,39.64,1.75,10.22,68.17,2.06,8.98,,254.0,Poor
Patna,2018-04-04,85.81,,6.18,28.06,11.21,,1.11,52.52,108.76,0.34,2.69,1.02,226.0,Poor
Thiruvananthapuram,2018-05-22,18.72,43.92,3.37,12.91,4.66,2.28,0.88,6.47,43.48,,,,65.0,Satisfactory
Amritsar,2017-03-03,19.7,33.08,9.91,3.13,,1.15,0.37,14.29,22.22,,,,98.0,Satisfactory
Hyderabad,2017-09-27,50.36,108.16,9.68,23.27,11.18,12.83,0.0,6.41,28.45,0.17,3.04,3.95,107.0,Moderate
Amritsar,2017-03-15,51.59,86.11,10.03,26.05,,12.33,0.0,9.06,24.63,,,,89.0,Satisfactory
Amritsar,2017-03-18,72.87,98.47,10.71,26.07,,12.03,0.0,3.56,12.86,,,,184.0,Moderate
Gurugram,2019-04-19,72.14,186.18,13.02,16.72,23.24,,0.65,2.13,32.57,0.0,0.0,,120.0,Moderate
Jorapokhar,2018-11-13,,396.72,6.69,6.6,,6.63,0.0,,43.21,,,,382.0,Very Poor
Gurugram,2020-05-18,59.29,115.94,9.85,34.85,23.82,22.59,0.91,8.51,61.06,6.35,3.18,2.38,160.0,Moderate
Visakhapatnam,2018-03-28,30.53,74.44,9.91,29.04,23.28,7.57,0.56,18.48,12.55,4.26,8.72,2.41,88.0,Satisfactory
Chennai,2018-07-14,47.78,,7.81,20.11,14.77,68.04,0.78,4.79,15.14,0.0,2.48,,76.0,Satisfactory
Lucknow,2015-06-29,17.86,,2.32,8.78,4.14,,1.02,9.9,24.55,0.11,0.19,,51.0,Satisfactory
Delhi,2020-03-28,21.23,34.15,9.87,17.52,18.34,25.22,0.54,10.28,25.06,1.07,9.76,0.71,51.0,Satisfactory
Amritsar,2017-04-16,33.02,45.93,11.88,20.9,,28.81,0.0,11.78,31.99,,,,53.0,Satisfactory
Lucknow,2019-08-26,29.82,,7.64,19.25,15.76,6.01,0.98,5.85,32.03,1.75,5.98,,66.0,Satisfactory
Patna,2017-01-17,260.54,,44.33,42.82,87.15,,2.0,4.95,9.11,0.26,0.91,0.53,402.0,Severe
Visakhapatnam,2019-07-04,33.55,139.81,11.72,40.73,31.2,7.02,0.68,14.65,11.12,6.83,11.15,3.61,132.0,Moderate
Amritsar,2017-04-30,25.81,,15.62,16.07,,28.3,0.0,5.27,13.02,,,,43.0,Good
Amritsar,2017-05-21,43.97,,14.05,15.07,,28.2,0.0,14.11,12.34,6.3,,,89.0,Satisfactory
Mumbai,2017-01-24,,,,,,,0.0,,,0.0,0.0,0.0,,
Lucknow,2018-04-15,67.08,,20.18,54.0,43.54,30.13,0.48,12.0,36.2,0.0,0.0,,113.0,Moderate
Hyderabad,2015-05-19,60.79,,18.64,18.36,40.48,,1.33,10.98,39.48,,,,143.0,Moderate
Chennai,2019-03-31,62.24,,6.29,14.06,20.18,1.69,1.05,6.52,21.53,0.0,0.0,,100.0,Satisfactory
Amritsar,2017-06-16,33.06,85.28,22.19,13.66,,27.75,0.0,6.49,4.88,,,,73.0,Satisfactory
Delhi,2015-02-28,105.86,169.28,9.21,20.65,25.3,16.49,11.8,12.48,41.38,1.97,7.83,1.25,310.0,Very Poor
Jaipur,2018-09-20,48.99,131.03,8.51,29.68,32.55,27.4,0.95,11.49,41.56,0.7,2.13,,120.0,Moderate
Chennai,2016-09-05,23.6,,8.04,13.82,13.38,,0.98,6.12,11.94,0.17,0.77,,172.0,Moderate
Hyderabad,2017-01-09,51.67,80.46,10.08,30.24,11.37,13.47,0.0,3.56,60.3,0.02,0.17,0.09,96.0,Satisfactory
Mumbai,2019-01-01,79.78,221.85,62.98,66.11,129.08,,2.75,21.88,45.29,2.76,,,181.0,Moderate
Delhi,2015-04-23,118.57,273.68,33.93,76.46,96.19,29.32,6.58,21.81,76.14,5.0,18.21,4.45,365.0,Very Poor
Chennai,2018-07-02,87.21,,7.32,19.61,14.25,28.95,0.87,6.51,36.67,0.0,3.87,,150.0,Moderate
Mumbai,2015-12-02,,,,,87.75,,0.0,,,0.0,0.0,0.0,,
Chennai,2017-10-24,53.74,,10.81,21.91,16.04,113.77,0.63,11.09,34.76,0.06,0.02,,115.0,Moderate
Amritsar,2017-08-13,38.68,260.46,6.22,18.44,,8.16,0.66,6.86,7.06,12.06,1.9,25.73,215.0,Poor
Amritsar,2017-08-15,36.69,114.7,3.79,14.14,,11.41,0.78,7.0,8.14,1.63,1.24,20.66,92.0,Satisfactory
Amritsar,2017-08-18,41.05,209.7,10.68,8.86,,10.79,0.77,7.4,8.45,1.25,1.44,23.76,176.0,Moderate
Jaipur,2019-11-11,82.58,153.14,7.47,41.64,39.37,32.9,0.92,10.78,66.41,2.24,9.69,,192.0,Moderate
Chennai,2017-07-05,46.61,,11.52,32.3,20.49,,0.0,4.69,23.07,0.0,0.35,,63.0,Satisfactory
Amritsar,2017-09-02,27.65,70.89,10.45,12.53,,10.74,0.7,5.59,7.36,2.55,0.97,17.52,62.0,Satisfactory
Gurugram,2019-08-01,33.71,68.35,10.25,8.5,8.75,,0.51,14.92,34.48,2.0,5.99,,61.0,Satisfactory
Lucknow,2018-07-21,24.25,,10.68,29.87,24.11,29.57,0.94,6.49,13.76,0.31,0.47,,71.0,Satisfactory
Mumbai,2016-01-15,,,,,14.12,,0.0,,,0.0,0.0,0.0,,
Delhi,2018-01-28,150.96,248.26,41.85,47.6,73.57,45.66,1.85,10.26,54.01,2.07,4.36,0.84,334.0,Very Poor
Mumbai,2019-11-20,91.86,171.91,29.09,51.64,80.72,19.47,1.22,10.92,33.38,7.07,,,209.0,Poor
Lucknow,2016-08-26,43.91,,2.95,17.78,,,1.16,1.67,29.99,0.6,16.84,,91.0,Satisfactory
Amritsar,2017-10-22,194.47,357.95,13.87,35.42,49.29,50.88,1.25,5.15,10.86,3.45,7.74,28.02,338.0,Very Poor
Mumbai,2020-06-12,10.46,31.78,20.73,11.19,31.51,8.08,0.38,13.66,10.47,1.8,,,52.0,Satisfactory
Kolkata,2020-06-27,7.89,24.73,5.24,9.25,14.52,8.39,0.35,5.73,23.14,1.68,11.31,0.24,37.0,Good
Amritsar,2017-11-09,113.0,222.95,38.56,21.98,60.07,34.51,2.13,8.28,19.28,4.78,13.04,26.66,248.0,Poor
Shillong,2019-08-28,18.42,26.65,1.28,3.5,1.33,3.64,0.29,5.15,28.46,0.22,0.72,,37.0,Good
Chennai,2019-06-29,59.22,,7.98,21.16,28.92,4.28,0.79,4.82,18.98,0.08,0.89,,106.0,Moderate
Lucknow,2019-10-23,136.04,,36.51,56.8,58.92,29.83,1.19,6.27,26.49,3.19,15.0,,280.0,Poor
Shillong,2020-04-13,,,,,0.0,,0.0,,,0.0,0.0,,,
Jaipur,2018-05-29,64.81,161.76,5.46,29.36,28.58,11.97,0.85,10.39,80.15,0.88,2.1,,170.0,Moderate
Coimbatore,2019-12-17,41.65,48.33,74.01,,0.0,,0.98,1.84,21.65,0.01,0.0,,68.0,Satisfactory
Amritsar,2017-12-17,63.41,177.11,25.57,20.54,46.11,0.15,1.39,4.03,15.84,,,,133.0,Moderate
Jorapokhar,2017-11-06,,97.4,8.74,5.18,,8.24,0.4,52.38,85.92,,,,,
Amritsar,2017-12-25,112.36,210.37,8.0,28.77,36.76,3.76,1.41,3.31,20.73,7.2,9.25,11.68,235.0,Poor
Lucknow,2020-06-14,41.87,,5.57,9.22,10.09,11.83,1.03,6.44,45.48,11.3,4.8,,91.0,Satisfactory
Jaipur,2020-06-03,31.13,68.89,5.09,18.46,20.31,28.59,0.58,10.95,69.32,1.45,2.13,,94.0,Satisfactory
Coimbatore,2019-09-26,22.37,33.05,8.42,8.98,17.41,3.08,1.49,9.78,16.06,0.01,0.36,,81.0,Satisfactory
Amritsar,2018-01-20,70.31,154.81,5.62,76.93,82.55,13.97,1.24,3.89,21.19,7.51,8.02,6.38,129.0,Moderate
Gurugram,2019-10-21,109.34,205.75,6.46,33.32,27.61,,2.1,2.1,42.63,2.0,6.01,,225.0,Poor
Amritsar,2018-01-26,57.51,120.69,7.2,79.01,99.72,14.09,1.26,2.5,17.71,4.53,7.76,5.08,118.0,Moderate
Lucknow,2016-05-12,26.7,,8.54,30.61,3.72,,1.23,18.96,149.19,,,,,
Delhi,2017-07-10,41.92,,25.63,18.81,4.9,27.22,0.0,,,0.15,0.0,,78.0,Satisfactory
Amritsar,2018-02-08,67.11,160.02,18.92,49.05,71.77,4.75,0.61,3.38,14.43,11.24,8.26,6.4,141.0,Moderate
Patna,2020-01-10,85.02,104.32,38.4,26.64,64.39,30.55,1.79,7.98,12.28,1.53,0.86,3.48,220.0,Poor
Jaipur,2019-11-10,76.91,143.75,6.01,36.9,35.2,32.89,0.83,10.81,68.85,2.01,8.37,,188.0,Moderate
Amritsar,2018-02-17,41.54,135.18,15.39,9.04,34.52,10.71,0.76,2.93,16.54,9.73,7.6,6.21,137.0,Moderate
Amritsar,2018-02-18,53.44,159.72,15.28,11.58,37.88,11.03,0.72,3.1,15.95,9.86,7.97,6.1,133.0,Moderate
Jaipur,2019-04-10,54.01,149.74,13.62,34.35,38.05,30.52,1.06,17.0,66.0,1.47,6.17,,140.0,Moderate
Amritsar,2018-02-21,54.32,166.52,14.04,9.71,34.15,10.82,0.67,4.71,17.76,9.99,7.7,6.06,154.0,Moderate
Guwahati,2020-03-15,79.96,154.9,8.86,18.55,15.64,13.28,0.37,13.23,19.02,0.17,,,140.0,Moderate
Amritsar,2018-03-03,25.72,77.3,16.06,8.99,35.26,10.21,0.65,3.55,17.96,11.16,7.2,5.72,73.0,Satisfactory
Visakhapatnam,2018-10-15,49.55,100.07,18.38,51.42,42.3,12.79,0.71,11.62,32.89,5.29,12.87,4.86,98.0,Satisfactory
Jorapokhar,2019-11-03,84.44,113.21,8.79,9.05,,6.33,,4.67,26.13,,,,140.0,Moderate
Thiruvananthapuram,2020-01-01,35.96,65.09,9.66,23.08,20.09,12.88,1.41,10.15,42.93,,,,85.0,Satisfactory
Amritsar,2018-03-25,52.32,136.13,18.62,13.02,31.63,12.83,0.93,1.91,38.35,3.57,2.68,2.21,,
Mumbai,2019-08-30,11.17,39.63,27.41,10.86,37.62,16.12,0.67,10.95,7.12,2.08,,,62.0,Satisfactory
Hyderabad,2019-03-06,62.5,160.54,6.31,51.51,32.23,20.35,0.74,20.09,32.22,4.28,45.07,16.55,136.0,Moderate
Talcher,2019-05-17,35.3,149.75,14.29,13.18,24.94,6.79,0.2,23.67,11.88,0.0,,,,
Mumbai,2015-04-27,,,,,66.93,,0.0,,,0.0,0.0,0.0,,
Amritsar,2018-04-16,33.87,119.64,,16.37,,6.35,0.94,4.32,,,,,122.0,Moderate
Chennai,2017-04-06,36.85,,2.54,9.91,6.56,,0.02,4.84,21.17,0.02,0.0,,80.0,Satisfactory
Thiruvananthapuram,2020-03-13,29.1,54.95,5.68,19.15,19.63,7.22,1.08,7.02,50.3,,,,87.0,Satisfactory
Jorapokhar,2020-03-29,44.57,53.28,22.3,9.81,,9.37,0.93,19.53,63.34,,,,,
Delhi,2017-08-08,36.58,,36.57,29.91,7.08,36.53,0.0,,,0.38,0.0,,68.0,Satisfactory
Thiruvananthapuram,2019-07-22,7.62,21.08,0.86,3.24,1.84,1.84,0.57,1.03,29.77,,,,52.0,Satisfactory
Delhi,2015-12-07,249.8,421.49,73.33,103.77,136.43,81.3,3.07,22.34,103.29,4.31,11.83,,440.0,Severe
Amritsar,2018-05-19,72.32,163.27,12.54,8.25,20.79,5.11,0.59,5.99,35.54,0.91,2.94,5.36,149.0,Moderate
Gurugram,2016-07-15,32.05,,2.46,7.08,4.97,,0.34,1.69,48.35,,,,83.0,Satisfactory
Amritsar,2018-06-02,48.66,179.33,1.42,8.57,9.19,1.6,1.26,6.14,20.8,0.6,2.43,4.78,200.0,Moderate
Amritsar,2018-06-03,67.25,199.98,0.76,8.4,8.35,1.58,1.24,6.23,23.36,0.58,2.46,5.24,164.0,Moderate
Hyderabad,2017-02-26,64.09,163.99,10.4,44.5,12.84,29.14,0.22,26.83,57.97,0.25,3.35,2.7,165.0,Moderate
Talcher,2019-08-04,8.61,32.05,18.5,10.09,28.59,7.1,1.56,37.65,1.56,0.0,,,83.0,Satisfactory
Amritsar,2018-06-20,44.05,152.49,13.1,16.37,29.47,5.81,,6.46,34.83,0.88,2.8,4.89,143.0,Moderate
Delhi,2016-04-15,137.48,285.18,88.96,76.2,133.09,34.25,1.98,37.57,85.91,7.75,19.19,,302.0,Very Poor
Jaipur,2018-12-19,64.83,196.71,61.85,50.9,94.52,18.6,1.95,9.98,28.43,2.52,8.71,,163.0,Moderate
Jaipur,2019-02-03,67.4,136.68,13.55,19.99,26.64,21.17,1.08,11.35,44.31,1.66,18.18,,159.0,Moderate
Mumbai,2015-06-10,,,,,23.06,,0.0,,,0.0,0.0,0.0,,
Jaipur,2018-06-02,116.5,491.01,9.98,22.31,27.64,18.84,0.81,11.85,61.13,1.05,2.62,,379.0,Very Poor
Gurugram,2016-12-16,217.65,,7.8,10.74,,,,10.36,18.09,2.56,25.62,,346.0,Very Poor
Mumbai,2019-07-27,11.84,43.68,17.04,10.49,26.48,10.02,0.43,7.62,17.47,2.08,,,56.0,Satisfactory
Thiruvananthapuram,2020-04-16,15.59,26.06,5.9,6.31,10.07,6.14,0.49,5.9,36.95,,,,50.0,Good
Kolkata,2019-08-23,18.15,30.42,17.68,21.49,35.75,10.61,0.5,2.54,16.79,20.93,14.42,2.18,62.0,Satisfactory
Amritsar,2018-07-21,27.89,60.21,9.6,5.99,15.59,4.69,0.42,6.07,30.64,2.21,1.69,8.48,64.0,Satisfactory
Amritsar,2018-07-24,24.15,48.14,10.29,5.21,10.99,6.2,0.37,3.71,38.48,1.16,0.9,3.58,74.0,Satisfactory
Delhi,2018-09-15,37.48,125.81,26.65,27.72,37.7,22.31,0.8,11.74,25.86,2.29,24.43,0.12,126.0,Moderate
Hyderabad,2018-02-19,46.22,112.55,4.17,44.16,26.69,20.45,0.77,7.39,53.02,1.28,6.61,1.72,111.0,Moderate
Mumbai,2016-01-03,,,,,48.0,,0.0,,,0.0,0.0,0.0,,
Kolkata,2019-05-03,16.59,56.12,3.37,15.73,19.09,13.3,0.41,1.73,26.59,3.16,5.81,,38.0,Good
Hyderabad,2018-05-02,36.08,95.82,5.67,31.21,18.75,15.34,0.7,5.92,48.88,0.88,3.81,0.78,101.0,Moderate
Hyderabad,2019-07-09,15.35,34.76,2.34,10.7,6.72,5.67,0.35,4.2,16.83,0.14,0.47,0.04,43.0,Good
Hyderabad,2017-11-06,29.33,67.08,11.54,39.1,25.12,11.21,0.58,15.11,43.64,4.74,26.73,3.17,80.0,Satisfactory
Thiruvananthapuram,2017-08-28,9.04,24.65,1.86,6.43,4.92,,1.0,3.69,4.14,,,,57.0,Satisfactory
Amritsar,2018-08-29,,99.16,12.38,11.74,23.74,3.62,0.0,4.98,15.3,5.83,3.35,11.83,98.0,Satisfactory
Talcher,2020-05-29,13.62,27.22,13.42,18.2,14.44,11.09,1.65,25.28,,0.0,,,94.0,Satisfactory
Delhi,2019-03-28,116.55,260.26,55.47,60.18,81.85,34.47,1.76,24.86,48.44,6.64,46.43,0.94,245.0,Poor
Thiruvananthapuram,2019-05-31,20.1,49.86,1.38,4.67,2.58,1.56,0.62,1.22,32.62,,,,70.0,Satisfactory
Hyderabad,2015-01-31,,,6.68,28.57,35.25,,0.53,5.55,31.78,0.89,7.09,1.64,,
Amritsar,2018-10-03,,134.54,10.62,14.44,25.04,10.64,0.0,6.65,17.06,16.32,1.48,14.76,122.0,Moderate
Visakhapatnam,2020-05-29,16.71,62.53,2.6,23.89,13.61,10.62,0.63,7.79,24.1,1.66,4.0,1.07,87.0,Satisfactory
Lucknow,2017-01-22,211.77,,11.0,48.61,,,1.79,8.12,52.92,1.33,6.18,,352.0,Very Poor
Amritsar,2018-10-24,61.79,184.57,25.79,24.41,49.42,14.69,0.01,6.63,21.24,12.82,1.46,8.39,152.0,Moderate
Amritsar,2018-10-25,37.17,106.31,35.32,26.8,63.12,16.05,0.0,6.35,20.92,13.54,1.98,10.25,119.0,Moderate
Lucknow,2019-04-24,86.39,,6.84,36.59,24.4,18.62,1.24,7.71,46.65,0.26,1.1,,223.0,Poor
Talcher,2020-02-22,51.87,86.44,9.2,4.55,13.75,1.43,1.11,29.07,36.42,0.0,,,83.0,Satisfactory
Lucknow,2018-03-16,115.27,,10.59,32.71,28.47,44.54,0.39,15.59,36.08,0.4,0.27,,233.0,Poor
Jaipur,2018-02-14,79.69,95.49,11.22,27.64,32.95,12.66,0.59,9.26,65.17,0.47,2.95,,114.0,Moderate
Hyderabad,2019-11-27,71.3,141.73,4.68,38.76,20.13,10.22,0.85,5.83,28.08,2.78,17.32,3.6,154.0,Moderate
Visakhapatnam,2020-04-05,22.3,52.05,13.75,31.35,28.06,7.6,0.11,6.29,9.64,2.31,6.2,1.0,54.0,Satisfactory
Amritsar,2018-11-13,45.16,129.04,29.69,38.7,66.33,9.46,0.0,,15.79,6.13,1.34,9.11,101.0,Moderate
Amritsar,2018-11-18,54.93,152.6,27.31,38.26,63.69,9.08,0.0,,19.12,6.48,1.64,10.09,158.0,Moderate
Amritsar,2018-11-19,48.16,128.53,21.63,29.8,49.43,7.38,0.01,8.56,24.92,6.41,1.62,7.84,117.0,Moderate
Lucknow,2016-07-12,87.96,,5.23,15.03,2.21,,1.23,5.74,3.41,0.32,,,177.0,Moderate
Mumbai,2016-06-15,,,,,16.88,,0.0,,,0.0,0.0,0.0,,
Gurugram,2016-12-21,91.71,,7.94,11.66,,,6.32,2.65,35.81,3.41,34.07,,265.0,Poor
Coimbatore,2019-07-29,37.3,49.5,9.98,17.11,27.08,28.0,1.43,9.65,20.4,0.04,0.0,,76.0,Satisfactory
Kolkata,2019-08-06,25.88,45.47,15.26,24.85,40.29,12.46,0.6,3.4,13.95,14.78,12.3,3.16,65.0,Satisfactory
Chennai,2017-06-30,94.72,,4.91,8.27,5.43,,0.03,4.69,26.18,0.0,0.0,,,
Talcher,2020-01-24,342.42,434.27,19.21,7.29,19.0,1.78,1.45,10.28,28.36,0.0,,,,
Talcher,2018-07-31,31.28,157.72,,,0.0,,0.0,,,0.0,0.0,,102.0,Moderate
Patna,2018-12-04,290.17,,58.22,98.74,63.88,,3.68,24.44,,4.69,26.76,20.12,431.0,Severe
Gurugram,2016-10-31,290.86,,7.84,10.11,17.8,,1.41,8.86,33.45,2.92,29.24,,413.0,Severe
Delhi,2020-02-29,60.01,115.82,9.66,33.98,27.57,34.88,0.83,12.05,37.35,2.42,15.56,2.68,144.0,Moderate
Delhi,2019-12-14,78.59,128.36,26.2,41.29,43.17,38.62,1.18,9.04,22.94,3.38,25.36,0.5,179.0,Moderate
Amritsar,2019-01-21,14.88,35.71,18.18,18.29,32.3,9.36,0.0,,6.58,4.95,0.52,2.56,50.0,Good
Delhi,2019-12-28,275.6,426.12,60.13,55.98,83.47,50.47,1.96,10.26,27.92,6.7,39.22,0.4,425.0,Severe
Amritsar,2019-01-30,70.78,114.9,19.24,22.67,41.92,6.33,0.0,,4.99,5.63,2.74,0.64,113.0,Moderate
Amritsar,2019-02-03,47.96,88.1,15.4,13.39,28.79,2.18,0.0,,8.42,5.3,0.0,0.0,84.0,Satisfactory
Jorapokhar,2020-02-16,56.39,136.42,23.69,8.8,,10.02,,29.53,39.74,,,,120.0,Moderate
Delhi,2016-07-25,76.29,163.57,19.52,58.4,73.04,45.77,1.32,7.93,62.62,3.39,12.4,,195.0,Moderate
Gurugram,2018-05-27,154.28,175.09,28.59,38.3,50.94,,0.66,2.37,19.37,0.82,,,253.0,Poor
Delhi,2020-03-30,35.08,64.66,8.29,17.52,16.62,23.21,0.58,12.47,40.26,1.08,9.0,1.32,74.0,Satisfactory
Amritsar,2019-03-16,43.63,68.04,11.74,10.72,22.26,10.45,0.6,,36.99,4.25,2.19,13.13,71.0,Satisfactory
Amritsar,2019-03-21,40.85,59.79,12.13,16.42,27.64,8.96,0.5,,22.98,3.55,2.16,11.45,61.0,Satisfactory
Jorapokhar,2018-10-07,,310.64,6.56,7.69,,6.44,0.0,,17.34,,,,244.0,Poor
Kolkata,2020-04-30,13.88,29.3,3.87,9.11,13.02,12.71,0.31,7.42,38.95,1.42,5.63,0.33,54.0,Satisfactory
Talcher,2019-08-06,23.24,50.97,32.94,6.3,36.78,7.95,1.82,37.34,2.25,0.0,,,89.0,Satisfactory
Amritsar,2019-04-25,36.93,76.91,14.29,16.89,30.26,9.5,1.04,,25.33,3.58,2.09,9.04,91.0,Satisfactory
Amritsar,2019-05-01,43.45,95.71,18.09,17.41,35.08,11.63,1.0,,31.28,3.96,2.19,7.32,106.0,Moderate
Patna,2018-07-27,42.89,,18.62,49.65,23.87,,0.91,51.81,45.76,2.3,34.1,11.48,98.0,Satisfactory
Jaipur,2020-01-22,52.59,107.22,6.4,39.35,37.73,28.79,0.85,11.42,54.89,3.13,4.42,,106.0,Moderate
Amritsar,2019-05-06,59.63,118.65,33.67,64.12,48.79,43.0,1.03,14.18,27.67,5.02,2.3,10.06,147.0,Moderate
Amritsar,2019-05-07,65.93,129.11,33.11,38.61,54.08,50.39,0.97,45.27,29.9,6.59,2.31,10.58,119.0,Moderate
Chennai,2016-06-24,50.94,,6.76,10.78,15.77,69.97,0.71,4.1,27.66,3.48,11.29,,71.0,Satisfactory
Amritsar,2019-05-15,69.3,135.22,12.01,9.09,21.09,6.89,0.8,26.79,19.53,4.88,2.25,9.3,112.0,Moderate
Amritsar,2019-06-04,38.14,123.69,14.94,7.91,16.64,17.73,0.58,6.54,31.2,3.88,1.8,8.7,148.0,Moderate
Delhi,2016-02-15,115.7,219.52,26.8,66.8,88.44,35.02,1.88,27.44,93.47,6.81,11.64,,265.0,Poor
Amritsar,2019-06-18,52.47,124.04,16.64,9.73,16.56,14.85,0.56,5.29,23.74,3.01,1.66,5.28,91.0,Satisfactory
Amritsar,2019-06-20,31.45,79.17,12.1,8.29,16.71,13.32,0.84,6.59,19.06,3.77,1.95,7.62,121.0,Moderate
Kolkata,2020-06-18,15.18,39.77,3.71,11.92,15.67,9.53,0.37,5.71,24.53,2.62,14.93,0.87,47.0,Good
Chennai,2017-08-01,74.6,,6.04,10.95,8.51,,0.03,4.64,45.06,0.02,0.03,,82.0,Satisfactory
Delhi,2015-01-03,87.18,131.9,25.73,30.31,47.95,69.55,10.61,2.65,19.71,3.91,10.23,1.99,143.0,Moderate
Amritsar,2019-07-10,52.38,135.9,22.33,16.7,25.97,11.78,0.34,7.4,23.79,2.27,0.86,5.37,89.0,Satisfactory
Guwahati,2020-03-04,36.86,65.66,4.88,15.58,24.69,15.46,0.21,13.4,19.28,0.13,,,71.0,Satisfactory
Talcher,2018-11-14,89.14,345.01,15.52,2.58,18.1,6.55,1.9,19.73,13.65,,,,315.0,Very Poor
Mumbai,2017-01-09,,,,,,,0.0,,,,,,,
Amritsar,2019-07-24,43.72,69.77,7.82,9.53,17.1,10.2,0.38,15.18,27.31,4.18,1.14,13.14,79.0,Satisfactory
Gurugram,2020-01-20,85.13,161.08,12.1,23.24,24.18,,1.3,8.68,31.63,2.0,6.0,,175.0,Moderate
Jaipur,2018-10-25,55.75,123.68,23.33,41.0,53.35,24.69,1.2,9.29,43.91,1.73,12.12,,139.0,Moderate
Kolkata,2020-03-22,16.18,30.44,5.32,17.81,22.63,19.72,0.38,8.37,57.24,2.0,7.4,0.54,83.0,Satisfactory
