도시,날짜,PM25,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,벤젠,톨루엔,자일렌,AQI,AQI등급
Lucknow,2016-10-28,141.16,,73.74,67.32,6.24,,2.79,9.46,41.48,0.6,2.75,,308.0,Very Poor
Delhi,2018-06-15,153.28,613.34,12.05,24.61,29.31,26.27,0.7,7.31,40.15,2.98,10.64,0.0,593.0,Severe
Visakhapatnam,2019-10-02,26.46,89.36,39.38,42.8,54.78,15.67,1.24,15.85,15.7,6.83,22.83,6.64,97.0,Satisfactory
Chennai,2015-08-23,33.26,,8.13,14.71,18.63,52.02,1.12,14.34,10.11,,8.0,,108.0,Moderate
Patna,2018-07-28,44.28,,27.56,62.4,34.55,,0.99,44.84,38.21,2.6,40.5,11.95,92.0,Satisfactory
Brajrajnagar,2019-05-19,78.6,189.46,,,0.0,,0.0,,,0.0,,,143.0,Moderate
Guwahati,2019-02-17,50.82,118.01,4.03,9.3,16.56,29.24,0.48,14.03,17.67,1.07,,,92.0,Satisfactory
Visakhapatnam,2020-01-06,48.21,87.02,2.89,21.46,13.76,12.39,0.96,9.91,64.14,3.4,5.32,0.75,72.0,Satisfactory
Hyderabad,2017-11-21,44.65,87.99,10.73,39.07,28.86,15.12,0.81,8.34,40.93,5.34,21.33,6.5,106.0,Moderate
Brajrajnagar,2019-05-25,44.87,146.4,7.75,23.41,24.03,38.61,3.17,6.85,19.72,0.0,,,124.0,Moderate
Hyderabad,2016-03-31,43.84,89.56,3.5,10.39,12.31,10.31,0.66,4.58,42.02,0.69,3.52,0.72,92.0,Satisfactory
Brajrajnagar,2019-05-27,58.45,138.62,9.09,20.3,25.04,41.92,3.17,7.38,17.3,0.0,,,136.0,Moderate
Jorapokhar,2018-08-26,,146.81,6.7,7.21,,6.53,0.43,42.26,16.27,,,,146.0,Moderate
Brajrajnagar,2019-05-29,36.04,69.37,0.75,3.01,0.1,1.56,0.02,2.41,,0.0,,,84.0,Satisfactory
Delhi,2017-10-01,68.47,120.56,25.43,28.66,14.66,50.15,0.46,3.46,32.9,0.46,2.34,0.03,131.0,Moderate
Mumbai,2016-09-14,,,,,,,0.0,,,,,,,
Mumbai,2020-03-25,30.86,77.24,10.93,11.34,21.67,11.97,0.5,8.32,31.58,5.05,,,91.0,Satisfactory
Lucknow,2016-05-08,81.73,,0.72,39.84,6.24,,1.23,9.14,91.33,3.67,4.8,,234.0,Poor
Brajrajnagar,2019-06-03,,13.11,19.75,14.14,21.49,61.87,2.15,8.36,19.28,0.0,,,,
Talcher,2018-08-23,28.73,18.31,37.02,1.15,25.99,21.5,2.59,17.81,23.82,0.0,0.0,,108.0,Moderate
Gurugram,2016-09-12,35.4,,,,,,0.52,2.02,9.97,,,,59.0,Satisfactory
Hyderabad,2018-03-04,54.72,116.74,7.81,49.19,32.28,20.81,0.94,9.17,50.33,1.64,9.31,1.92,122.0,Moderate
Hyderabad,2015-05-25,41.21,,11.26,11.5,22.46,,0.9,9.15,29.88,,,,132.0,Moderate
Talcher,2019-02-14,129.55,567.83,31.84,,27.07,7.46,3.69,25.38,14.16,0.0,,,570.0,Severe
Jaipur,2019-08-18,22.73,50.61,15.54,23.25,33.83,32.57,0.55,9.01,17.44,0.13,2.73,,55.0,Satisfactory
Brajrajnagar,2019-06-10,58.33,112.5,7.11,12.95,4.76,47.42,0.99,6.91,41.28,0.0,,,115.0,Moderate
Gurugram,2016-10-16,57.29,,,,,,0.49,2.97,32.14,,,,94.0,Satisfactory
Lucknow,2019-06-26,73.65,,8.99,33.25,24.48,40.93,1.14,4.55,31.31,0.84,7.18,,143.0,Moderate
Lucknow,2019-07-22,40.14,,9.26,22.39,19.31,10.91,1.0,14.27,36.33,0.47,4.23,,81.0,Satisfactory
Delhi,2017-06-20,35.1,88.82,57.03,99.75,18.49,59.54,0.0,,,0.39,0.0,,97.0,Satisfactory
Brajrajnagar,2019-06-16,18.48,32.91,,,0.0,,0.0,,,1.34,,,94.0,Satisfactory
Brajrajnagar,2019-06-17,26.35,51.33,2.45,17.14,5.79,45.77,0.98,3.04,24.87,8.6,,,95.0,Satisfactory
Patna,2019-08-16,28.04,,12.3,28.46,14.84,,1.44,50.33,54.32,1.18,7.27,5.31,96.0,Satisfactory
Brajrajnagar,2019-06-19,39.47,82.32,3.88,15.57,9.61,35.48,1.86,3.87,16.14,7.43,,,100.0,Satisfactory
Kolkata,2020-03-24,33.21,52.19,5.56,13.92,19.53,19.63,0.52,9.68,48.07,3.4,7.69,0.66,88.0,Satisfactory
Mumbai,2016-12-13,,,,,,,0.0,,,,,,,
Delhi,2019-11-26,114.27,225.78,49.17,53.83,73.89,37.04,1.41,17.65,39.21,5.2,38.41,0.77,284.0,Poor
Delhi,2015-02-21,155.38,191.03,35.51,45.11,57.91,69.59,14.21,12.24,30.11,4.69,16.48,9.41,320.0,Very Poor
Mumbai,2015-10-10,,,,,32.81,,0.0,,,0.0,0.0,0.0,,
Jaipur,2018-12-06,74.1,148.21,38.9,47.68,70.96,26.67,1.63,15.92,38.44,2.19,11.0,,173.0,Moderate
Chennai,2016-03-02,69.55,,8.44,10.84,10.49,28.01,1.42,13.03,41.66,2.65,2.04,,196.0,Moderate
Brajrajnagar,2019-06-27,38.5,82.94,1.85,17.82,12.1,27.85,1.93,2.61,11.09,4.91,,,102.0,Moderate
Talcher,2019-11-15,81.36,253.91,6.58,9.3,15.88,5.63,2.2,39.02,13.07,0.0,,,199.0,Moderate
Patna,2017-10-14,94.8,,4.38,29.8,19.4,,0.17,12.71,70.41,0.02,0.26,0.04,,
Patna,2016-08-26,47.9,,15.9,24.67,40.57,,1.3,2.43,19.15,0.13,0.77,0.31,166.0,Moderate
Brajrajnagar,2019-07-01,22.96,59.93,4.2,12.97,9.05,42.71,1.87,2.19,7.29,9.99,,,,
Brajrajnagar,2019-07-02,15.25,55.17,1.83,13.03,8.67,33.92,1.85,2.11,11.78,4.43,,,99.0,Satisfactory
Delhi,2016-05-17,92.95,249.27,32.62,62.4,98.0,29.12,1.19,27.34,89.66,4.72,9.81,,302.0,Very Poor
Visakhapatnam,2017-02-28,67.1,124.23,19.87,32.02,33.1,10.23,1.17,10.37,31.9,3.33,6.39,1.05,151.0,Moderate
Shillong,2020-04-21,,,,,0.0,,0.0,,,0.0,0.0,,,
Hyderabad,2020-03-15,32.03,81.84,10.48,27.55,21.68,13.87,0.49,5.37,22.61,3.03,12.18,1.07,82.0,Satisfactory
Delhi,2017-04-20,152.99,324.19,145.19,93.15,64.74,64.48,0.9,37.38,49.2,4.42,18.78,,394.0,Very Poor
Chennai,2017-05-31,43.14,,5.66,14.58,8.8,,0.12,6.97,33.55,0.04,0.05,,80.0,Satisfactory
Brajrajnagar,2019-07-09,15.75,25.12,5.98,13.29,9.19,41.04,1.84,1.87,9.69,3.33,,,100.0,Satisfactory
Brajrajnagar,2019-07-10,19.59,45.95,1.96,15.31,7.76,35.84,1.8,1.74,10.21,1.08,,,,
Jaipur,2019-02-04,58.23,122.01,12.61,21.47,26.76,20.09,1.06,10.6,53.22,1.41,15.31,,182.0,Moderate
Delhi,2018-11-20,224.1,374.77,53.4,63.96,80.38,54.51,2.04,16.11,46.03,6.37,51.31,2.77,367.0,Very Poor
Thiruvananthapuram,2018-01-31,65.86,107.96,1.78,14.05,8.93,5.91,1.16,7.95,63.42,,,,130.0,Moderate
Brajrajnagar,2019-07-14,22.63,54.23,10.51,11.22,16.17,32.5,1.85,2.3,9.16,2.31,,,99.0,Satisfactory
Mumbai,2019-08-03,8.06,23.05,16.04,8.7,24.19,15.24,0.39,10.29,13.76,1.73,,,49.0,Good
Visakhapatnam,2020-02-08,29.14,54.27,3.21,16.32,11.31,10.41,0.82,7.85,30.54,2.55,4.64,0.66,61.0,Satisfactory
Jorapokhar,2019-09-05,11.0,17.54,8.89,9.2,,6.33,1.81,3.62,8.16,,,,106.0,Moderate
Mumbai,2019-05-29,14.93,60.16,25.94,9.83,35.78,,1.7,11.33,26.66,0.92,,,91.0,Satisfactory
Brajrajnagar,2019-07-20,27.82,51.68,9.12,12.17,17.2,53.88,1.81,5.67,5.58,1.33,,,97.0,Satisfactory
Brajrajnagar,2019-07-21,24.73,56.46,11.59,8.74,7.44,34.8,0.88,3.16,6.18,1.17,,,93.0,Satisfactory
Delhi,2018-04-17,81.97,260.67,35.67,57.84,69.28,39.2,1.56,13.57,49.19,3.36,3.77,0.0,266.0,Poor
Brajrajnagar,2019-07-23,20.5,50.9,5.4,11.74,9.22,69.31,1.42,2.28,8.46,0.0,,,99.0,Satisfactory
Brajrajnagar,2019-07-24,16.9,35.71,6.6,11.57,8.05,77.62,1.24,1.26,10.77,0.0,,,84.0,Satisfactory
Thiruvananthapuram,2018-07-06,18.6,46.16,3.02,8.43,6.94,2.39,0.78,6.89,31.54,,,,51.0,Satisfactory
Guwahati,2019-07-13,24.52,43.9,5.88,11.17,21.58,9.95,0.55,10.47,9.18,0.19,,,47.0,Good
Delhi,2016-06-14,59.02,197.51,27.2,38.55,68.18,38.65,3.44,8.29,57.42,6.15,9.97,,266.0,Poor
Guwahati,2019-04-06,56.1,82.28,9.85,15.92,33.23,13.76,0.74,19.42,32.52,1.54,,,74.0,Satisfactory
Hyderabad,2015-05-16,41.67,,8.68,11.99,20.26,,0.99,8.54,20.62,,,,120.0,Moderate
Jorapokhar,2017-08-03,,43.57,6.88,8.13,,,,12.21,,,,,,
Gurugram,2018-07-31,67.55,,8.71,25.08,22.39,,0.63,6.05,18.83,0.07,,,112.0,Moderate
Chennai,2020-02-01,32.4,50.04,8.9,13.12,16.95,46.18,0.86,9.86,28.75,0.27,0.0,,63.0,Satisfactory
Lucknow,2017-06-12,111.82,,5.45,21.52,7.15,,1.19,5.26,54.38,3.01,4.96,,231.0,Poor
Kolkata,2019-09-03,10.64,19.67,22.93,14.85,25.61,31.02,0.46,3.06,13.67,23.38,9.25,2.14,48.0,Good
Brajrajnagar,2019-08-04,9.51,18.82,5.28,10.73,6.95,76.43,1.78,1.08,4.09,0.0,,,96.0,Satisfactory
Brajrajnagar,2019-08-06,14.82,22.61,7.75,7.35,13.18,96.75,2.0,2.24,4.21,0.0,,,,
Hyderabad,2015-02-09,,,4.38,16.54,20.91,,0.32,3.67,42.7,0.39,3.25,0.8,,
Visakhapatnam,2017-08-07,,,,,0.0,,0.0,,,0.0,0.0,0.0,,
Delhi,2018-11-06,177.88,312.87,23.48,43.78,44.84,31.18,1.29,15.37,45.01,3.88,24.85,0.75,411.0,Severe
Brajrajnagar,2019-08-11,35.2,,6.37,12.75,10.81,62.68,2.03,2.17,4.14,0.0,,,,
Thiruvananthapuram,2020-04-17,14.81,26.14,5.08,6.76,10.11,6.7,0.5,6.13,40.74,,,,62.0,Satisfactory
Hyderabad,2015-06-13,29.33,,14.83,12.49,27.11,,0.94,8.22,16.93,,,,106.0,Moderate
Brajrajnagar,2019-08-14,8.93,14.62,4.07,6.99,8.11,34.44,1.86,2.89,6.6,0.0,,,,
Brajrajnagar,2019-08-15,26.93,68.24,14.33,9.0,18.1,35.27,2.05,3.63,7.55,0.0,,,103.0,Moderate
Ernakulam,2020-02-12,51.09,85.94,73.25,0.68,73.89,64.53,1.42,3.46,,1.34,2.68,0.32,101.0,Moderate
Thiruvananthapuram,2017-10-16,,,,,0.0,2.78,0.0,,,,,,,
Guwahati,2019-03-07,74.81,112.75,17.25,15.01,44.42,23.67,0.85,16.5,25.03,3.0,,,102.0,Moderate
Kolkata,2018-07-11,18.01,36.07,4.76,29.23,33.98,5.65,0.38,1.11,18.3,2.12,2.41,,49.0,Good
Kolkata,2018-06-03,,,,,25.74,7.08,0.0,,,0.96,2.26,,,
Lucknow,2016-12-09,184.44,,59.12,55.06,,,2.57,15.02,27.98,5.13,11.18,,328.0,Very Poor
Coimbatore,2020-03-02,37.11,50.99,0.5,38.17,38.67,,0.83,8.34,62.12,0.0,0.0,,84.0,Satisfactory
Brajrajnagar,2019-08-23,22.73,29.55,13.89,8.68,5.0,27.3,1.7,6.44,5.64,0.0,,,,
Brajrajnagar,2019-08-24,32.21,52.24,1.65,7.26,4.76,33.07,1.92,6.42,4.36,0.0,,,102.0,Moderate
Brajrajnagar,2019-08-25,37.79,56.15,3.82,9.04,5.16,39.33,1.92,7.06,5.52,0.0,,,102.0,Moderate
Chennai,2015-08-03,49.45,,6.56,14.52,18.15,39.68,1.56,16.03,16.74,0.01,0.02,,98.0,Satisfactory
Hyderabad,2017-07-30,17.5,60.16,8.1,16.64,9.26,5.66,0.2,5.83,27.97,0.42,3.43,1.34,63.0,Satisfactory
Brajrajnagar,2019-08-28,30.32,68.46,4.8,12.19,7.85,30.97,2.0,7.15,6.12,2.69,,,102.0,Moderate
Patna,2017-10-23,106.42,,44.94,76.92,92.02,,0.63,10.65,34.64,0.06,0.36,0.16,,
Chennai,2017-04-02,37.57,,4.42,9.53,7.78,,0.05,5.46,19.82,0.03,0.0,,65.0,Satisfactory
Lucknow,2018-07-25,28.26,,9.83,27.73,22.52,29.67,1.08,6.31,12.88,0.25,0.35,,78.0,Satisfactory
Lucknow,2016-09-29,26.86,,4.92,14.36,6.24,,1.72,3.63,16.5,0.26,0.16,,75.0,Satisfactory
Hyderabad,2015-02-08,,,4.65,15.96,20.62,,0.32,3.55,46.15,0.43,2.94,0.91,,
Patna,2019-03-29,81.53,,33.94,40.16,37.11,,2.87,43.57,66.48,2.29,17.78,9.31,204.0,Poor
Thiruvananthapuram,2019-07-14,10.78,27.74,0.74,2.95,11.58,1.92,0.57,1.66,24.72,,,,44.0,Good
Lucknow,2019-09-19,28.32,,8.11,20.64,17.43,11.65,1.07,4.7,24.93,1.82,7.47,,72.0,Satisfactory
Brajrajnagar,2019-09-06,20.52,30.46,4.38,6.16,6.08,40.63,1.92,9.56,5.22,0.0,,,102.0,Moderate
Visakhapatnam,2020-06-12,37.67,76.27,12.17,53.59,35.52,9.85,0.97,5.74,17.35,4.77,18.89,2.85,84.0,Satisfactory
Chennai,2019-12-20,65.45,84.77,4.19,16.87,20.82,86.5,0.66,8.04,36.82,3.78,0.14,,106.0,Moderate
Chennai,2016-07-10,35.38,,6.37,13.72,13.71,105.19,1.03,2.41,16.17,0.98,4.11,,74.0,Satisfactory
Chennai,2018-08-01,50.78,,9.88,25.12,18.84,18.58,0.86,6.97,12.09,0.0,3.04,,80.0,Satisfactory
Brajrajnagar,2019-09-11,25.9,40.09,7.81,14.16,10.14,21.31,1.87,9.07,4.52,0.0,,,102.0,Moderate
Patna,2019-09-20,46.77,,32.86,75.07,50.24,,1.53,52.74,,8.99,36.85,34.57,101.0,Moderate
Chennai,2018-07-31,51.13,,10.23,25.1,19.1,16.55,0.82,6.08,17.29,0.0,4.78,,93.0,Satisfactory
Brajrajnagar,2019-09-14,27.59,56.59,6.23,11.07,9.89,44.38,1.92,8.95,4.45,1.16,,,102.0,Moderate
Jorapokhar,2020-07-01,,102.38,20.9,14.11,,7.38,1.67,10.57,18.23,,,,86.0,Satisfactory
Coimbatore,2020-02-14,45.39,58.1,0.63,41.53,42.17,,0.78,14.14,56.45,0.01,0.0,,94.0,Satisfactory
Brajrajnagar,2019-09-17,37.4,78.65,6.86,8.67,12.03,28.76,2.0,8.09,3.94,0.8,,,103.0,Moderate
Jaipur,2019-05-21,44.41,113.58,11.25,31.07,37.44,22.32,0.84,11.47,47.92,0.9,5.4,,105.0,Moderate
Talcher,2019-06-10,31.89,107.81,22.26,8.51,30.73,7.36,1.03,22.96,8.18,0.0,,,108.0,Moderate
Brajrajnagar,2019-09-20,22.3,68.21,7.67,10.74,9.9,17.66,1.99,9.46,4.15,0.47,,,102.0,Moderate
Patna,2020-03-30,35.36,92.03,7.69,55.75,24.29,12.52,0.53,11.76,15.52,0.77,3.92,0.63,92.0,Satisfactory
Gurugram,2020-05-19,74.62,146.61,14.08,35.58,26.4,22.82,0.99,9.11,61.72,5.84,3.08,2.35,160.0,Moderate
Brajrajnagar,2019-09-23,23.5,52.79,4.05,9.36,4.6,56.25,1.5,8.21,5.41,0.0,,,102.0,Moderate
Mumbai,2015-09-21,,,,,18.24,,0.0,,,0.0,0.0,0.0,,
Mumbai,2017-09-28,,,,,,,0.0,,,0.0,0.0,0.0,,
Visakhapatnam,2020-06-21,25.96,91.75,5.65,40.22,25.78,13.32,0.71,10.1,38.27,3.1,10.26,1.57,92.0,Satisfactory
Gurugram,2016-09-17,75.47,,,,,,0.49,2.33,59.75,,,,,
Brajrajnagar,2019-09-28,14.78,32.14,3.87,8.3,6.66,24.25,2.02,9.04,3.78,0.12,,,103.0,Moderate
Hyderabad,2018-02-04,39.14,105.44,4.91,41.49,25.66,22.91,0.73,9.46,54.21,2.54,19.19,4.52,104.0,Moderate
Brajrajnagar,2019-09-30,26.05,39.9,4.19,8.81,7.52,17.04,2.14,9.2,4.98,1.68,,,103.0,Moderate
Patna,2020-03-25,73.42,121.38,52.49,47.99,66.72,14.13,1.74,13.57,21.77,1.2,5.5,0.28,166.0,Moderate
Hyderabad,2017-01-06,75.89,147.99,12.09,69.76,15.64,23.85,0.0,34.18,36.8,0.04,0.78,0.29,158.0,Moderate
Chennai,2020-05-22,23.02,,6.7,11.32,17.82,38.67,0.95,6.39,60.89,0.15,0.0,,102.0,Moderate
Chennai,2016-08-31,28.6,,7.66,15.15,18.18,,1.44,4.53,15.76,0.93,3.84,,189.0,Moderate
Thiruvananthapuram,2020-03-27,29.67,52.78,3.34,8.37,11.17,3.86,0.96,4.42,53.93,,,,74.0,Satisfactory
Jaipur,2018-03-28,49.92,145.62,10.75,34.58,40.83,19.53,0.86,11.31,43.54,0.71,1.7,,140.0,Moderate
Delhi,2016-08-12,42.15,84.46,31.69,34.9,66.83,23.83,1.39,8.73,70.12,2.22,11.94,,111.0,Moderate
Patna,2018-01-04,277.9,,24.37,54.31,29.69,,2.46,42.33,42.28,0.55,2.78,1.41,395.0,Very Poor
Visakhapatnam,2016-07-26,23.34,80.58,32.99,58.13,52.91,13.21,1.34,31.7,42.77,7.2,16.74,9.25,155.0,Moderate
Brajrajnagar,2019-10-10,26.48,63.49,,,0.0,,0.0,,,0.35,,,78.0,Satisfactory
Delhi,2020-05-16,81.87,151.8,6.11,26.17,19.89,27.62,0.99,16.19,63.12,1.61,11.64,0.15,175.0,Moderate
Jorapokhar,2018-12-20,,493.13,7.59,7.77,,6.66,,65.28,13.96,,,,420.0,Severe
Chennai,2015-09-24,39.97,,12.07,10.01,17.23,24.19,1.74,10.22,15.36,0.09,14.91,,131.0,Moderate
Brajrajnagar,2019-10-14,39.96,86.42,7.7,6.33,8.98,38.89,1.62,8.96,6.63,2.7,,,103.0,Moderate
Patna,2018-03-15,176.83,,16.25,91.67,34.25,,1.79,44.85,76.81,0.41,3.02,0.98,342.0,Very Poor
Brajrajnagar,2019-10-16,53.11,115.38,7.74,6.34,11.96,12.14,2.12,9.07,6.24,0.12,,,116.0,Moderate
Brajrajnagar,2019-10-17,54.85,122.37,8.98,8.46,12.45,64.1,2.16,9.24,4.7,1.04,,,110.0,Moderate
Lucknow,2018-05-18,112.66,,9.8,52.96,30.8,36.16,0.57,11.03,39.78,0.0,0.0,,289.0,Poor
Jaipur,2018-04-11,42.24,107.11,6.42,30.38,34.97,25.95,0.66,6.34,70.35,0.75,4.23,,116.0,Moderate
Visakhapatnam,2016-12-06,43.18,77.91,4.38,28.66,18.28,11.01,1.0,10.04,76.9,4.86,6.39,3.41,113.0,Moderate
Jaipur,2019-06-14,38.09,91.31,9.06,35.04,38.6,41.39,0.61,10.31,51.37,0.62,1.35,,88.0,Satisfactory
Patna,2018-12-26,263.32,,16.2,4.11,10.26,,2.1,34.63,,3.79,26.28,12.58,404.0,Severe
Mumbai,2015-01-11,,,,,27.57,,0.0,,,0.0,0.0,0.0,,
Lucknow,2017-04-05,81.51,,7.28,26.48,,,1.4,4.72,80.64,2.18,5.74,,196.0,Moderate
Lucknow,2015-03-07,,,13.33,21.08,4.22,,11.55,,26.71,2.61,3.61,,,
Jorapokhar,2019-07-27,,24.18,8.85,9.4,,6.27,1.83,4.58,62.89,,,,136.0,Moderate
Lucknow,2017-04-11,70.96,,8.79,41.23,,,1.54,8.71,109.3,2.69,11.79,,208.0,Poor
Talcher,2017-12-27,,,,,,,1.68,,0.15,,,,,
Gurugram,2019-12-10,192.51,299.38,83.85,60.68,106.34,,2.6,66.06,35.58,2.0,6.0,,347.0,Very Poor
Hyderabad,2016-02-20,173.37,113.67,10.62,17.14,26.33,10.49,1.22,6.56,31.91,1.46,8.86,1.97,134.0,Moderate
Thiruvananthapuram,2019-04-02,44.11,82.12,0.86,4.98,3.27,2.59,0.77,1.58,46.11,,,,80.0,Satisfactory
Lucknow,2016-08-02,99.97,,12.05,17.95,4.22,,8.04,4.86,30.98,0.55,0.03,,191.0,Moderate
Delhi,2016-08-10,39.28,54.92,15.91,30.76,43.16,29.55,1.6,9.75,53.53,1.92,11.58,,127.0,Moderate
Coimbatore,2019-12-23,52.93,61.52,1.83,41.45,43.02,2.22,0.93,1.65,45.61,0.01,0.0,,82.0,Satisfactory
Delhi,2018-12-17,182.78,322.5,70.9,58.08,94.61,50.27,1.93,16.14,32.85,6.06,44.09,0.95,338.0,Very Poor
Delhi,2019-09-17,59.14,135.84,14.08,38.18,34.26,27.51,1.12,8.64,41.22,2.62,24.58,0.51,143.0,Moderate
Jaipur,2019-04-14,47.63,116.91,10.86,28.17,32.05,20.17,0.77,13.23,68.09,0.56,4.14,,121.0,Moderate
Mumbai,2017-07-08,,,,,,,0.0,,,0.0,0.0,0.0,,
Gurugram,2016-04-16,107.76,,18.76,47.93,25.07,,1.63,12.52,17.46,,,,276.0,Poor
Chennai,2017-06-10,46.32,,11.59,10.47,12.65,,0.06,5.64,15.64,0.02,0.03,,77.0,Satisfactory
Brajrajnagar,2019-11-10,43.3,95.82,12.63,3.84,7.34,49.2,0.31,14.83,5.48,0.0,,,99.0,Satisfactory
Jaipur,2017-12-24,70.37,145.27,58.21,48.02,19.04,23.84,0.0,7.95,51.36,6.13,6.06,,147.0,Moderate
Delhi,2017-10-21,213.12,317.52,42.71,50.13,49.3,50.8,1.46,20.55,34.52,0.88,4.02,0.07,404.0,Severe
Visakhapatnam,2019-12-25,81.26,,9.55,42.48,30.37,9.64,1.26,7.8,75.76,6.87,11.71,2.95,224.0,Poor
Delhi,2016-04-19,129.06,311.93,35.74,63.21,99.16,28.32,1.52,35.73,98.35,6.73,17.39,,301.0,Very Poor
Hyderabad,2015-10-03,36.56,63.06,3.06,20.11,15.07,18.05,0.64,7.58,19.16,1.2,6.4,0.44,75.0,Satisfactory
Jorapokhar,2018-10-06,,315.84,7.02,7.52,,6.54,0.0,,24.05,,,,292.0,Poor
Chennai,2018-07-07,54.32,,15.47,24.81,22.4,19.0,0.84,4.83,16.05,0.65,1.64,,135.0,Moderate
Visakhapatnam,2017-11-06,22.41,48.12,0.92,5.76,1.65,0.12,0.71,5.35,49.78,2.59,5.84,1.04,70.0,Satisfactory
Lucknow,2017-04-08,119.46,,7.61,25.03,,,1.42,6.29,96.31,2.18,7.78,,230.0,Poor
Visakhapatnam,2019-03-16,28.18,95.94,5.96,25.99,18.67,8.88,0.59,8.67,18.53,0.94,1.5,0.16,107.0,Moderate
Jaipur,2018-01-16,71.2,147.79,23.76,14.07,15.77,49.67,0.0,10.78,53.28,1.75,3.18,,141.0,Moderate
Lucknow,2018-05-13,191.59,,5.83,43.8,25.92,36.15,0.44,10.5,39.41,0.0,0.0,,301.0,Very Poor
Brajrajnagar,2019-11-23,86.71,175.56,15.97,9.92,22.56,51.87,0.96,12.71,5.92,0.0,,,211.0,Poor
Chennai,2019-04-01,68.09,,6.55,12.5,19.02,1.34,0.98,6.34,19.13,0.02,0.0,,130.0,Moderate
Chennai,2018-07-24,49.87,,9.38,20.72,16.3,81.33,0.81,6.18,19.22,0.0,2.52,,87.0,Satisfactory
Chennai,2017-01-17,80.76,,5.57,16.2,12.54,,0.0,5.18,49.91,0.07,0.02,,137.0,Moderate
Lucknow,2015-07-01,19.69,,3.1,8.54,4.47,,1.39,11.34,24.12,0.11,0.22,,95.0,Satisfactory
Brajrajnagar,2019-11-28,129.09,226.22,17.82,12.03,23.66,51.44,1.09,12.18,7.43,0.05,,,,
Visakhapatnam,2019-02-10,76.17,,4.18,31.31,20.05,14.0,0.82,5.9,42.82,1.38,1.92,0.58,147.0,Moderate
Brajrajnagar,2019-11-30,78.96,159.2,,,0.0,,0.0,,,0.0,,,201.0,Poor
Brajrajnagar,2019-12-01,70.08,136.96,,,0.0,,0.0,,,0.0,,,147.0,Moderate
Delhi,2019-03-01,93.83,181.26,37.55,48.87,60.61,30.2,1.17,15.81,37.75,3.02,33.92,0.72,222.0,Poor
Patna,2018-08-07,47.6,,24.9,69.18,33.02,,1.34,17.96,59.58,3.23,34.66,17.74,110.0,Moderate
Jaipur,2017-10-25,121.26,241.74,31.07,36.99,60.91,30.4,1.02,8.3,60.92,5.46,12.42,,246.0,Poor
Mumbai,2019-09-07,10.71,34.27,13.36,11.97,24.75,10.07,0.62,11.08,9.12,1.24,,,49.0,Good
Mumbai,2018-12-30,81.14,159.39,76.01,66.55,142.56,,2.11,38.07,35.39,1.78,,,154.0,Moderate
Brajrajnagar,2019-12-07,64.84,137.89,18.03,19.15,32.09,52.69,0.81,12.04,7.32,0.0,,,128.0,Moderate
Chennai,2015-09-27,86.4,,12.74,10.03,17.36,25.37,1.02,16.69,52.35,1.88,1.24,,165.0,Moderate
Brajrajnagar,2019-12-09,75.5,156.39,19.83,25.04,17.9,82.98,0.44,11.26,10.06,58.98,,,140.0,Moderate
Brajrajnagar,2019-12-10,82.35,173.7,29.29,21.61,40.7,61.29,0.91,11.96,5.07,0.0,,,151.0,Moderate
Jaipur,2019-02-09,48.6,114.07,15.67,28.3,36.76,25.39,1.83,14.17,36.72,0.9,5.98,,115.0,Moderate
Talcher,2020-01-16,151.02,253.09,8.25,10.45,17.91,1.61,1.29,19.29,22.41,0.0,,,340.0,Very Poor
Brajrajnagar,2019-12-13,65.57,137.46,26.63,15.87,39.15,79.46,0.63,12.09,6.49,129.35,,,157.0,Moderate
Lucknow,2020-04-14,80.7,,4.96,25.73,17.62,15.29,0.88,7.33,22.11,22.36,12.04,,157.0,Moderate
Jorapokhar,2019-03-22,38.02,90.59,9.26,9.53,,6.31,0.0,9.02,25.05,,,,107.0,Moderate
Gurugram,2016-05-26,113.01,,1.93,5.86,4.93,,0.33,3.05,18.11,,,,203.0,Poor
Lucknow,2018-07-07,96.52,,11.28,30.29,25.02,38.86,0.9,8.27,45.35,0.07,0.07,,195.0,Moderate
Visakhapatnam,2019-05-12,44.74,147.05,4.91,10.19,9.26,23.45,0.71,3.32,24.45,2.42,3.59,0.61,138.0,Moderate
Patna,2018-02-16,137.62,,6.76,22.42,10.1,,1.1,33.92,37.98,0.35,2.71,0.87,297.0,Poor
Lucknow,2016-12-04,171.01,,10.72,47.52,,,1.73,8.93,24.94,3.97,9.12,,347.0,Very Poor
Lucknow,2017-07-15,57.07,,8.81,15.99,,,1.59,3.67,14.93,0.5,1.68,,96.0,Satisfactory
Jaipur,2017-12-28,102.64,173.48,25.97,37.42,31.67,7.12,0.0,7.65,38.57,7.7,11.64,,227.0,Poor
Lucknow,2018-06-29,40.13,,11.46,25.51,21.22,36.82,0.9,7.9,21.56,0.04,0.15,,93.0,Satisfactory
Hyderabad,2015-11-02,54.91,93.72,2.89,0.71,1.96,11.97,1.15,7.07,38.74,1.31,7.52,0.66,106.0,Moderate
Thiruvananthapuram,2020-03-21,30.55,59.67,5.83,13.65,15.88,6.37,0.97,5.17,42.77,,,,71.0,Satisfactory
Kolkata,2018-05-05,,,2.91,22.13,24.95,8.76,0.0,,,0.82,3.08,,,
