고객세그먼트,제품대분류,제품소분류,지역,매출액,수량,할인율,이익
Corporate,Office Supplies,Binders,East,11.12,4.0,0.0,5.4488
Home Office,Technology,Phones,Central,222.384,2.0,0.2,16.6788
Consumer,Furniture,Furnishings,East,10.68,4.0,0.0,4.0584
Consumer,Technology,Accessories,South,249.95,5.0,0.0,107.4785
Corporate,Office Supplies,Art,Central,33.4,5.0,0.0,12.358
Consumer,Technology,Accessories,West,71.98,2.0,0.0,15.1158
Home Office,Office Supplies,Binders,South,15.42,2.0,0.0,6.939
Home Office,Office Supplies,Paper,East,43.056,9.0,0.2,15.6078
Corporate,Office Supplies,Fasteners,East,12.576,4.0,0.2,4.0872
Consumer,Office Supplies,Storage,East,244.55,5.0,0.0,4.891
Corporate,Office Supplies,Appliances,West,18.72,2.0,0.2,3.51
Consumer,Office Supplies,Storage,East,360.38,2.0,0.0,93.6988
Consumer,Office Supplies,Envelopes,West,21.24,9.0,0.2,7.434
Home Office,Technology,Accessories,West,63.824,2.0,0.2,13.5626
Corporate,Office Supplies,Storage,East,41.96,2.0,0.0,7.9724
Corporate,Office Supplies,Storage,East,636.86,7.0,0.0,0.0
Consumer,Technology,Phones,West,287.88,3.0,0.2,35.985
Consumer,Office Supplies,Appliances,Central,269.91,5.0,0.1,53.982
Consumer,Office Supplies,Binders,East,12.912,3.0,0.2,4.6806
Consumer,Office Supplies,Paper,East,26.38,1.0,0.0,12.1348
Consumer,Furniture,Furnishings,East,71.97,3.0,0.0,16.5531
Consumer,Technology,Phones,East,129.98,2.0,0.0,62.3904
Consumer,Furniture,Furnishings,South,60.84,3.0,0.0,19.4688
Consumer,Technology,Phones,Central,10.9,1.0,0.0,3.052
Consumer,Technology,Accessories,Central,59.98,2.0,0.0,25.1916
Corporate,Office Supplies,Paper,Central,10.56,2.0,0.0,4.752
Consumer,Office Supplies,Envelopes,East,16.52,4.0,0.0,7.5992
Consumer,Office Supplies,Paper,East,60.12,9.0,0.0,28.8576
Consumer,Office Supplies,Binders,East,49.536,3.0,0.2,17.3376
Consumer,Office Supplies,Storage,West,118.25,5.0,0.0,34.2925
Corporate,Office Supplies,Supplies,Central,21.96,2.0,0.0,6.1488
Consumer,Furniture,Furnishings,Central,25.16,5.0,0.6,-11.322
Corporate,Furniture,Furnishings,West,198.46,2.0,0.0,99.23
Corporate,Office Supplies,Appliances,West,321.92,4.0,0.0,96.576
Corporate,Technology,Copiers,West,879.984,2.0,0.2,329.994
Home Office,Office Supplies,Binders,South,3.744,4.0,0.7,-2.6208
Corporate,Furniture,Chairs,West,230.28,3.0,0.2,23.028
Home Office,Technology,Accessories,West,26.85,3.0,0.0,5.1015
Consumer,Office Supplies,Binders,Central,19.05,5.0,0.0,8.9535
Consumer,Office Supplies,Storage,Central,21.568,2.0,0.2,1.6176
Corporate,Office Supplies,Labels,East,20.664,7.0,0.2,6.9741
Consumer,Technology,Accessories,West,50.0,2.0,0.0,10.5
Corporate,Office Supplies,Storage,Central,12.768,2.0,0.2,0.9576
Corporate,Office Supplies,Art,West,11.68,2.0,0.0,5.4896
Consumer,Office Supplies,Paper,East,38.88,6.0,0.0,18.6624
Corporate,Furniture,Furnishings,West,24.4,2.0,0.0,10.248
Corporate,Furniture,Furnishings,East,27.42,3.0,0.0,9.3228
Corporate,Furniture,Bookcases,Central,241.96,2.0,0.0,24.196
Home Office,Furniture,Chairs,East,90.801,1.0,0.1,14.1246
Consumer,Office Supplies,Binders,Central,1.788,3.0,0.8,-3.0396
Corporate,Office Supplies,Storage,East,194.352,3.0,0.2,-43.7292
Corporate,Office Supplies,Art,Central,1.344,1.0,0.2,0.504
Home Office,Technology,Accessories,East,119.85,3.0,0.0,52.734
Corporate,Furniture,Chairs,South,1013.832,9.0,0.2,101.3832
Corporate,Office Supplies,Fasteners,South,1.984,2.0,0.2,0.6696
Corporate,Technology,Machines,Central,559.71,3.0,0.4,-121.2705
Corporate,Office Supplies,Storage,East,82.368,2.0,0.2,-19.5624
Consumer,Technology,Accessories,South,62.91,3.0,0.0,22.6476
Consumer,Office Supplies,Appliances,East,130.112,2.0,0.2,13.0112
Corporate,Office Supplies,Paper,Central,19.648,2.0,0.2,6.6312
Consumer,Office Supplies,Paper,South,10.368,2.0,0.2,3.6288
Consumer,Office Supplies,Paper,West,19.44,3.0,0.0,9.3312
Consumer,Office Supplies,Binders,Central,10.43,7.0,0.8,-18.2525
Home Office,Technology,Phones,South,71.976,3.0,0.2,8.997
Consumer,Office Supplies,Fasteners,West,35.0,7.0,0.0,16.8
Corporate,Office Supplies,Paper,East,17.472,3.0,0.2,5.6784
Consumer,Office Supplies,Storage,Central,18.936,3.0,0.2,-3.7872
Consumer,Office Supplies,Paper,South,8.904,3.0,0.2,3.339
Consumer,Office Supplies,Storage,South,720.064,4.0,0.2,-63.0056
Home Office,Technology,Accessories,South,41.424,2.0,0.2,8.2848
Corporate,Furniture,Tables,Central,1592.85,7.0,0.0,350.427
Corporate,Office Supplies,Storage,West,1085.42,7.0,0.0,282.2092
Consumer,Office Supplies,Art,Central,3.912,1.0,0.2,1.0269
Consumer,Office Supplies,Art,West,51.016,7.0,0.2,8.2901
Home Office,Office Supplies,Fasteners,Central,29.05,5.0,0.0,9.0055
Home Office,Office Supplies,Binders,West,180.96,6.0,0.2,67.86
Consumer,Office Supplies,Paper,West,22.776,3.0,0.2,7.6869
Corporate,Office Supplies,Art,East,16.032,6.0,0.2,2.2044
Consumer,Office Supplies,Art,East,29.79,3.0,0.0,12.5118
Consumer,Office Supplies,Storage,West,57.23,1.0,0.0,14.3075
Consumer,Furniture,Tables,West,333.0,3.0,0.2,-16.65
Home Office,Technology,Phones,West,475.944,7.0,0.2,59.493
Consumer,Office Supplies,Binders,East,3.984,1.0,0.2,1.3944
Corporate,Furniture,Tables,South,523.764,3.0,0.4,-192.0468
Corporate,Technology,Phones,South,1359.96,5.0,0.2,118.9965
Corporate,Office Supplies,Storage,East,51.968,2.0,0.2,-10.3936
Consumer,Technology,Accessories,South,22.704,1.0,0.2,5.9598
Consumer,Office Supplies,Paper,South,43.68,6.0,0.0,20.9664
Consumer,Office Supplies,Supplies,South,12.768,2.0,0.2,1.4364
Consumer,Office Supplies,Envelopes,South,35.008,4.0,0.2,13.128
Consumer,Office Supplies,Binders,South,7.23,5.0,0.7,-5.784
Corporate,Office Supplies,Art,South,11.76,5.0,0.2,1.323
Corporate,Office Supplies,Binders,South,5.238,2.0,0.7,-4.0158
Consumer,Technology,Accessories,Central,79.984,2.0,0.2,13.9972
Consumer,Office Supplies,Paper,South,12.192,3.0,0.2,4.1148
Corporate,Technology,Phones,South,100.792,1.0,0.2,10.0792
Corporate,Furniture,Chairs,South,146.136,3.0,0.2,16.4403
Corporate,Furniture,Furnishings,East,247.44,8.0,0.0,101.4504
Consumer,Office Supplies,Storage,Central,32.592,3.0,0.2,-7.7406
Consumer,Technology,Accessories,East,120.0,8.0,0.0,13.2
Consumer,Office Supplies,Paper,South,15.984,2.0,0.2,4.995
Consumer,Furniture,Chairs,South,300.98,1.0,0.0,87.2842
Consumer,Technology,Phones,South,59.97,3.0,0.0,0.0
Consumer,Furniture,Chairs,South,1056.86,7.0,0.0,306.4894
Consumer,Office Supplies,Paper,West,104.85,1.0,0.0,50.328
Consumer,Office Supplies,Appliances,East,81.92,4.0,0.0,22.1184
Consumer,Office Supplies,Fasteners,Central,13.16,5.0,0.2,4.1125
Corporate,Office Supplies,Art,East,5.76,2.0,0.0,1.6128
Consumer,Office Supplies,Storage,East,991.2,6.0,0.0,257.712
Corporate,Office Supplies,Art,Central,16.4,5.0,0.0,4.756
Consumer,Office Supplies,Art,Central,23.64,3.0,0.2,5.319
Corporate,Office Supplies,Storage,Central,107.44,10.0,0.2,10.744
Corporate,Furniture,Chairs,Central,1458.65,5.0,0.0,423.0085
Corporate,Furniture,Chairs,Central,26.64,1.0,0.0,7.4592
Corporate,Furniture,Chairs,Central,476.8,2.0,0.0,119.2
Home Office,Office Supplies,Art,South,14.28,4.0,0.0,3.7128
Consumer,Furniture,Furnishings,East,76.14,3.0,0.0,26.649
Consumer,Office Supplies,Binders,East,19.96,2.0,0.0,9.3812
Corporate,Technology,Phones,East,1049.97,5.0,0.4,-209.994
Home Office,Furniture,Chairs,South,141.96,2.0,0.0,35.49
Consumer,Furniture,Chairs,Central,680.01,3.0,0.0,176.8026
Home Office,Office Supplies,Binders,South,27.36,3.0,0.7,-21.888
Home Office,Technology,Phones,East,138.0,2.0,0.0,34.5
Home Office,Office Supplies,Paper,Central,8.448,2.0,0.2,2.64
Consumer,Furniture,Furnishings,West,134.01,9.0,0.0,36.1827
Consumer,Technology,Accessories,West,170.97,3.0,0.0,70.0977
Corporate,Office Supplies,Binders,East,26.388,4.0,0.7,-17.592
Corporate,Office Supplies,Binders,West,7.184,2.0,0.2,2.245
Consumer,Office Supplies,Appliances,Central,1.556,2.0,0.8,-4.2012
Corporate,Office Supplies,Supplies,West,480.74,2.0,0.0,14.4222
Corporate,Furniture,Bookcases,Central,781.864,10.0,0.32,-137.976
Consumer,Technology,Accessories,West,772.47,3.0,0.0,146.7693
Corporate,Office Supplies,Art,West,9.78,2.0,0.0,4.0098
Consumer,Office Supplies,Binders,South,691.96,4.0,0.0,318.3016
Consumer,Furniture,Furnishings,West,383.64,6.0,0.0,122.7648
Consumer,Office Supplies,Supplies,Central,4.36,2.0,0.0,0.1744
Home Office,Furniture,Furnishings,East,85.3,2.0,0.0,14.501
Consumer,Office Supplies,Binders,Central,33.568,8.0,0.8,-53.7088
Consumer,Furniture,Tables,South,1504.52,4.0,0.0,346.0396
Home Office,Office Supplies,Storage,West,26.4,5.0,0.0,0.0
Home Office,Technology,Accessories,Central,12.12,4.0,0.0,2.5452
Consumer,Technology,Phones,Central,823.96,5.0,0.2,51.4975
Consumer,Office Supplies,Storage,West,83.7,5.0,0.0,3.348
Corporate,Office Supplies,Labels,South,13.872,6.0,0.2,4.6818
Home Office,Furniture,Tables,Central,480.96,3.0,0.5,-269.3376
Home Office,Technology,Phones,Central,124.792,1.0,0.2,10.9193
Consumer,Office Supplies,Binders,East,40.176,3.0,0.2,14.5638
Corporate,Furniture,Chairs,Central,241.5,4.0,0.3,0.0
Consumer,Office Supplies,Art,West,10.64,4.0,0.0,2.7664
Consumer,Technology,Accessories,Central,393.54,3.0,0.0,165.2868
Consumer,Technology,Accessories,West,238.0,2.0,0.0,38.08
Consumer,Technology,Accessories,Central,155.34,6.0,0.0,55.9224
Consumer,Technology,Accessories,West,148.32,9.0,0.0,63.7776
Consumer,Furniture,Chairs,West,240.784,1.0,0.2,27.0882
Corporate,Technology,Phones,Central,180.96,5.0,0.2,13.572
Home Office,Furniture,Furnishings,South,19.76,2.0,0.2,5.928
Consumer,Office Supplies,Envelopes,West,11.8,4.0,0.0,5.664
Corporate,Office Supplies,Storage,West,15.51,1.0,0.0,3.8775
Consumer,Office Supplies,Envelopes,South,23.472,3.0,0.2,7.6284
Consumer,Office Supplies,Binders,South,86.058,7.0,0.7,-63.1092
Consumer,Technology,Phones,South,108.784,2.0,0.2,6.799
Consumer,Office Supplies,Paper,South,10.272,3.0,0.2,3.21
Corporate,Technology,Phones,West,19.8,5.0,0.2,1.7325
Corporate,Office Supplies,Storage,Central,49.632,4.0,0.2,3.7224
Consumer,Furniture,Tables,East,1252.704,8.0,0.4,-480.2032
Consumer,Office Supplies,Binders,Central,40.98,5.0,0.8,-65.568
Consumer,Furniture,Furnishings,West,43.13,1.0,0.0,14.6642
Consumer,Office Supplies,Binders,East,6.294,1.0,0.7,-4.196
Consumer,Technology,Phones,East,881.93,7.0,0.0,220.4825
Corporate,Office Supplies,Art,South,4.368,3.0,0.2,0.3822
Consumer,Technology,Phones,East,307.98,2.0,0.0,89.3142
Consumer,Technology,Phones,Central,134.85,3.0,0.0,37.758
Consumer,Office Supplies,Art,South,8.56,2.0,0.0,2.6536
Consumer,Technology,Phones,South,239.97,3.0,0.0,67.1916
Consumer,Office Supplies,Supplies,West,7.3,2.0,0.0,2.19
Corporate,Technology,Accessories,West,659.9,2.0,0.0,217.767
Corporate,Furniture,Chairs,West,1684.752,6.0,0.2,210.594
Corporate,Office Supplies,Paper,West,209.7,2.0,0.0,100.656
Consumer,Technology,Accessories,Central,279.944,7.0,0.2,48.9902
Home Office,Office Supplies,Binders,Central,9.98,5.0,0.8,-16.467
Home Office,Technology,Accessories,South,48.9,5.0,0.0,18.093
Corporate,Office Supplies,Fasteners,Central,3.552,3.0,0.2,1.2432
Home Office,Furniture,Furnishings,West,511.5,5.0,0.0,132.99
Consumer,Office Supplies,Fasteners,Central,2.368,2.0,0.2,0.8288
Home Office,Furniture,Furnishings,Central,16.784,2.0,0.6,-22.2388
Corporate,Office Supplies,Paper,Central,10.368,2.0,0.2,3.6288
Home Office,Technology,Accessories,East,47.984,2.0,0.2,-1.1996
Home Office,Office Supplies,Storage,West,270.34,14.0,0.0,75.6952
Home Office,Office Supplies,Appliances,East,98.112,7.0,0.2,18.396
Consumer,Furniture,Furnishings,East,31.984,2.0,0.2,1.1994
Consumer,Office Supplies,Storage,Central,18.16,2.0,0.2,1.816
Home Office,Furniture,Furnishings,East,547.136,4.0,0.2,-68.392
Corporate,Office Supplies,Binders,East,11.568,3.0,0.2,3.7596
Consumer,Office Supplies,Binders,South,95.97,5.0,0.7,-73.577
Home Office,Technology,Accessories,East,2249.91,9.0,0.0,517.4793
Consumer,Office Supplies,Paper,Central,25.92,5.0,0.2,9.072
Consumer,Technology,Phones,Central,470.376,3.0,0.2,52.9173
Corporate,Technology,Accessories,Central,83.97,3.0,0.0,15.9543
Consumer,Office Supplies,Binders,South,8.6,1.0,0.0,4.042
Consumer,Furniture,Tables,West,801.6,5.0,0.5,-448.896
Consumer,Furniture,Chairs,West,161.568,2.0,0.2,10.098
Consumer,Office Supplies,Binders,East,7.96,2.0,0.0,3.7412
Consumer,Office Supplies,Binders,West,7.656,4.0,0.7,-6.1248
Consumer,Furniture,Chairs,West,311.976,3.0,0.2,-42.8967
Consumer,Technology,Phones,East,263.96,4.0,0.0,71.2692
Corporate,Office Supplies,Binders,South,63.96,4.0,0.0,30.7008
Consumer,Technology,Phones,Central,359.976,3.0,0.2,35.9976
Consumer,Office Supplies,Paper,Central,25.344,6.0,0.2,7.92
Consumer,Office Supplies,Paper,Central,26.72,5.0,0.2,9.352
Consumer,Office Supplies,Storage,West,30.28,2.0,0.0,1.2112
Consumer,Office Supplies,Storage,West,57.93,3.0,0.0,16.2204
Consumer,Furniture,Furnishings,West,35.34,2.0,0.0,13.4292
Consumer,Office Supplies,Binders,West,137.24,5.0,0.2,46.3185
Consumer,Office Supplies,Supplies,West,41.04,6.0,0.0,11.0808
Consumer,Office Supplies,Paper,Central,5.184,1.0,0.2,1.8792
Consumer,Office Supplies,Art,Central,145.544,7.0,0.2,16.3737
Consumer,Office Supplies,Paper,West,30.98,1.0,0.0,13.941
Consumer,Office Supplies,Paper,South,64.704,3.0,0.2,23.4552
Consumer,Office Supplies,Art,West,9.4,5.0,0.0,2.726
Consumer,Technology,Copiers,West,13999.96,4.0,0.0,6719.9808
Consumer,Technology,Phones,West,201.584,2.0,0.2,12.599
Corporate,Office Supplies,Appliances,East,453.6,3.0,0.2,90.72
Home Office,Office Supplies,Paper,East,7.968,2.0,0.2,2.8884
Consumer,Furniture,Chairs,Central,197.372,2.0,0.3,-25.3764
Corporate,Office Supplies,Binders,East,104.58,6.0,0.7,-80.178
Consumer,Furniture,Furnishings,East,14.56,2.0,0.0,6.2608
Corporate,Office Supplies,Binders,West,13.216,4.0,0.2,4.4604
Consumer,Office Supplies,Binders,East,107.424,6.0,0.2,36.2556
Consumer,Office Supplies,Supplies,East,835.17,7.0,0.0,16.7034
Consumer,Office Supplies,Paper,West,17.34,3.0,0.0,8.4966
Consumer,Office Supplies,Paper,South,44.384,1.0,0.2,15.5344
Corporate,Office Supplies,Labels,West,5.904,2.0,0.2,1.9926
Consumer,Technology,Phones,West,164.792,1.0,0.2,18.5391
Home Office,Furniture,Furnishings,Central,53.88,6.0,0.0,22.6296
Consumer,Furniture,Bookcases,East,87.21,3.0,0.5,-45.3492
Home Office,Furniture,Chairs,Central,255.108,6.0,0.3,-18.222
Consumer,Office Supplies,Binders,East,17.248,2.0,0.2,6.0368
Corporate,Office Supplies,Storage,Central,332.94,3.0,0.0,9.9882
Consumer,Technology,Accessories,West,56.4,3.0,0.0,3.384
Consumer,Furniture,Furnishings,Central,5.47,1.0,0.0,2.3521
Consumer,Office Supplies,Binders,East,40.2,5.0,0.0,18.09
Consumer,Furniture,Chairs,Central,211.246,2.0,0.3,-66.3916
Consumer,Office Supplies,Binders,South,11.277,3.0,0.7,-8.6457
Consumer,Office Supplies,Art,South,4.448,2.0,0.2,0.3336
Consumer,Office Supplies,Paper,Central,15.552,3.0,0.2,5.4432
Corporate,Office Supplies,Binders,Central,38.28,6.0,0.0,17.6088
Corporate,Office Supplies,Binders,East,34.248,3.0,0.2,11.5587
Consumer,Office Supplies,Fasteners,West,4.96,4.0,0.0,2.3312
Consumer,Office Supplies,Art,South,27.86,7.0,0.0,9.1938
Consumer,Office Supplies,Art,East,7.872,3.0,0.2,0.8856
Corporate,Furniture,Furnishings,South,127.95,3.0,0.0,21.7515
Corporate,Office Supplies,Art,East,92.94,3.0,0.0,25.0938
Home Office,Office Supplies,Storage,West,158.9,5.0,0.0,7.945
Corporate,Office Supplies,Fasteners,East,7.92,5.0,0.2,1.683
Corporate,Office Supplies,Paper,Central,42.24,10.0,0.2,13.2
Home Office,Office Supplies,Labels,South,15.75,5.0,0.0,7.56
Home Office,Office Supplies,Art,Central,79.36,4.0,0.0,20.6336
Consumer,Office Supplies,Binders,South,64.14,3.0,0.0,30.7872
Consumer,Office Supplies,Paper,East,14.94,3.0,0.0,7.0218
Corporate,Office Supplies,Envelopes,East,34.74,3.0,0.0,17.37
Consumer,Office Supplies,Binders,East,41.328,7.0,0.2,14.9814
Home Office,Technology,Accessories,West,94.99,1.0,0.0,28.497
Corporate,Office Supplies,Art,West,255.85,7.0,0.0,112.574
Home Office,Technology,Phones,West,84.784,2.0,0.2,-20.1362
Corporate,Furniture,Tables,East,53.316,2.0,0.4,-19.5492
Corporate,Office Supplies,Appliances,East,56.52,3.0,0.0,15.8256
Home Office,Furniture,Furnishings,West,22.77,3.0,0.0,9.7911
Consumer,Furniture,Chairs,West,287.968,4.0,0.2,-3.5996
Consumer,Technology,Copiers,West,2799.96,5.0,0.2,944.9865
Consumer,Office Supplies,Paper,West,48.94,1.0,0.0,24.47
Corporate,Technology,Accessories,West,100.8,2.0,0.2,21.42
Home Office,Office Supplies,Storage,East,2591.56,4.0,0.0,621.9744
Corporate,Office Supplies,Paper,Central,25.92,4.0,0.0,12.4416
Corporate,Furniture,Furnishings,South,79.12,5.0,0.2,13.846
Corporate,Technology,Phones,South,587.97,3.0,0.0,164.6316
Home Office,Office Supplies,Supplies,West,25.35,3.0,0.0,7.605
Corporate,Office Supplies,Art,East,8.4,5.0,0.0,4.2
Corporate,Office Supplies,Supplies,South,41.376,3.0,0.2,4.6548
Corporate,Office Supplies,Art,South,172.704,6.0,0.2,10.794
Consumer,Office Supplies,Binders,East,2152.776,3.0,0.2,726.5619
Consumer,Furniture,Chairs,Central,860.93,7.0,0.0,189.4046
Consumer,Technology,Phones,Central,769.95,5.0,0.0,223.2855
Consumer,Office Supplies,Paper,South,12.96,2.0,0.0,6.2208
Corporate,Office Supplies,Paper,West,12.96,2.0,0.0,6.2208
Corporate,Furniture,Bookcases,South,231.92,5.0,0.2,5.798
Home Office,Furniture,Furnishings,West,63.47,11.0,0.0,19.041
Corporate,Office Supplies,Appliances,West,25.86,3.0,0.0,6.7236
Consumer,Office Supplies,Fasteners,Central,4.344,3.0,0.2,0.8688
Consumer,Technology,Machines,Central,287.91,3.0,0.4,33.5895
Home Office,Office Supplies,Paper,East,14.94,3.0,0.0,7.0218
Consumer,Office Supplies,Art,South,1.78,1.0,0.0,0.4984
Consumer,Technology,Phones,East,74.95,5.0,0.0,36.7255
Consumer,Technology,Accessories,South,101.94,6.0,0.0,21.4074
Consumer,Office Supplies,Labels,West,7.38,2.0,0.0,3.4686
Consumer,Furniture,Furnishings,Central,8.544,2.0,0.6,-7.476
Corporate,Office Supplies,Art,East,21.3,5.0,0.0,8.733
Consumer,Office Supplies,Envelopes,Central,180.96,2.0,0.0,81.432
Home Office,Office Supplies,Art,Central,17.12,4.0,0.0,4.9648
Consumer,Office Supplies,Storage,East,141.552,3.0,0.2,-26.541
Consumer,Office Supplies,Labels,South,8.64,3.0,0.0,4.2336
Home Office,Office Supplies,Paper,Central,3.808,1.0,0.2,1.2376
Home Office,Technology,Machines,East,3404.5,5.0,0.0,1668.205
Consumer,Office Supplies,Paper,South,97.88,2.0,0.0,48.94
Consumer,Technology,Accessories,South,251.91,9.0,0.0,47.8629
Consumer,Technology,Copiers,West,1199.96,5.0,0.2,224.9925
Corporate,Furniture,Furnishings,East,8.28,2.0,0.0,2.9808
Consumer,Technology,Phones,East,82.782,3.0,0.4,-15.1767
Consumer,Office Supplies,Storage,Central,35.168,2.0,0.2,-8.3524
Consumer,Furniture,Chairs,West,883.84,4.0,0.2,99.432
Consumer,Office Supplies,Paper,West,10.9,5.0,0.0,5.123
Consumer,Office Supplies,Paper,West,29.9,5.0,0.0,13.455
Corporate,Office Supplies,Art,Central,9.184,7.0,0.2,2.87
Corporate,Technology,Accessories,West,100.0,4.0,0.0,21.0
Consumer,Office Supplies,Labels,East,17.712,6.0,0.2,5.9778
Consumer,Technology,Machines,South,479.97,3.0,0.0,239.985
Consumer,Furniture,Chairs,South,232.88,4.0,0.0,60.5488
Home Office,Office Supplies,Appliances,West,236.88,6.0,0.0,66.3264
Corporate,Office Supplies,Labels,East,15.12,3.0,0.2,4.914
Corporate,Office Supplies,Paper,East,3.424,1.0,0.2,1.07
Consumer,Furniture,Bookcases,East,353.568,2.0,0.2,-44.196
Corporate,Technology,Accessories,East,383.952,6.0,0.2,76.7904
Corporate,Office Supplies,Art,East,8.016,3.0,0.2,1.1022
Corporate,Furniture,Furnishings,West,24.9,5.0,0.0,8.217
Consumer,Furniture,Furnishings,West,20.24,1.0,0.0,7.8936
Corporate,Technology,Machines,West,767.952,6.0,0.2,287.982
Corporate,Office Supplies,Binders,West,14.352,3.0,0.2,4.6644
Consumer,Office Supplies,Storage,Central,132.16,1.0,0.2,9.912
Consumer,Office Supplies,Binders,East,32.088,7.0,0.2,11.2308
Corporate,Furniture,Furnishings,West,70.56,6.0,0.0,23.9904
Consumer,Furniture,Furnishings,West,204.85,5.0,0.0,57.358
Corporate,Office Supplies,Binders,Central,9.156,3.0,0.8,-13.734
Consumer,Office Supplies,Appliances,Central,23.992,2.0,0.8,-62.3792
Corporate,Office Supplies,Art,East,18.656,2.0,0.2,1.3992
Corporate,Office Supplies,Appliances,East,101.96,2.0,0.0,27.5292
Consumer,Furniture,Furnishings,East,276.69,3.0,0.0,49.8042
Consumer,Furniture,Chairs,East,172.764,2.0,0.1,32.6332
Home Office,Office Supplies,Supplies,East,7.3,2.0,0.0,2.19
Consumer,Office Supplies,Storage,South,83.92,5.0,0.2,-1.049
Corporate,Office Supplies,Paper,South,9.96,2.0,0.0,4.8804
Corporate,Furniture,Chairs,South,605.34,6.0,0.0,145.2816
Consumer,Office Supplies,Paper,Central,5.184,1.0,0.2,1.8144
Corporate,Furniture,Tables,East,67.176,1.0,0.4,-20.1528
Corporate,Office Supplies,Paper,Central,15.552,3.0,0.2,5.6376
Consumer,Technology,Phones,Central,35.98,2.0,0.0,10.0744
Consumer,Furniture,Chairs,West,572.16,3.0,0.2,35.76
Home Office,Technology,Phones,West,156.792,1.0,0.2,17.6391
Corporate,Office Supplies,Binders,West,25.032,3.0,0.2,7.8225
Consumer,Technology,Accessories,East,39.992,1.0,0.2,7.4985
Consumer,Office Supplies,Art,South,20.016,9.0,0.2,1.7514
Consumer,Office Supplies,Supplies,South,3.104,1.0,0.2,0.3492
Consumer,Office Supplies,Appliances,South,962.08,4.0,0.2,156.338
Corporate,Office Supplies,Art,South,10.272,3.0,0.2,0.8988
Corporate,Office Supplies,Labels,South,47.808,12.0,0.2,15.5376
Corporate,Technology,Phones,South,978.84,9.0,0.2,110.1195
Consumer,Office Supplies,Binders,Central,13.14,9.0,0.8,-21.681
Corporate,Office Supplies,Art,Central,7.872,3.0,0.2,0.8856
Consumer,Office Supplies,Binders,West,10.048,2.0,0.2,3.14
Home Office,Technology,Copiers,Central,999.98,2.0,0.0,449.991
Home Office,Technology,Phones,Central,821.94,6.0,0.0,213.7044
Consumer,Furniture,Furnishings,South,220.064,4.0,0.2,55.016
Consumer,Furniture,Furnishings,South,339.136,4.0,0.2,0.0
Corporate,Office Supplies,Binders,Central,7.04,2.0,0.0,3.3088
Consumer,Office Supplies,Paper,East,20.04,3.0,0.0,9.6192
Corporate,Furniture,Chairs,West,230.28,3.0,0.2,23.028
Home Office,Office Supplies,Storage,East,2079.4,5.0,0.0,582.232
Corporate,Office Supplies,Paper,West,60.048,9.0,0.2,22.518
Home Office,Office Supplies,Supplies,South,69.5,5.0,0.0,20.155
Corporate,Office Supplies,Binders,Central,182.994,3.0,0.8,-320.2395
Home Office,Office Supplies,Binders,Central,1.408,2.0,0.8,-2.3232
Home Office,Office Supplies,Binders,West,7.857,3.0,0.7,-6.0237
Corporate,Technology,Phones,West,302.384,2.0,0.2,30.2384
Home Office,Furniture,Furnishings,South,20.94,3.0,0.0,6.0726
Corporate,Office Supplies,Binders,West,11.784,3.0,0.2,3.9771
Corporate,Office Supplies,Binders,Central,3.318,3.0,0.8,-5.6406
Corporate,Office Supplies,Labels,East,20.7,2.0,0.0,9.936
Corporate,Office Supplies,Supplies,East,10.95,3.0,0.0,3.285
Corporate,Office Supplies,Binders,East,14.352,3.0,0.2,4.6644
Consumer,Office Supplies,Paper,East,19.44,3.0,0.0,9.3312
Consumer,Office Supplies,Art,West,21.92,8.0,0.0,5.9184
Home Office,Office Supplies,Storage,East,17.94,3.0,0.0,3.0498
Corporate,Office Supplies,Storage,East,83.92,4.0,0.0,20.1408
Consumer,Office Supplies,Paper,Central,32.4,5.0,0.0,15.552
Consumer,Office Supplies,Storage,West,62.8,4.0,0.0,15.7
Corporate,Furniture,Bookcases,East,638.82,9.0,0.0,185.2578
Consumer,Office Supplies,Binders,Central,12.94,2.0,0.0,6.47
Consumer,Office Supplies,Appliances,Central,2.264,1.0,0.8,-5.2072
Consumer,Office Supplies,Appliances,Central,0.444,1.0,0.8,-1.11
Home Office,Office Supplies,Art,East,8.64,3.0,0.0,2.5056
Home Office,Furniture,Furnishings,Central,15.92,2.0,0.0,7.0048
Corporate,Office Supplies,Binders,East,34.944,6.0,0.2,11.7936
Consumer,Office Supplies,Binders,West,13.76,2.0,0.2,4.644
Consumer,Office Supplies,Binders,Central,4.312,2.0,0.8,-6.8992
Consumer,Office Supplies,Storage,East,13.96,2.0,0.0,0.2792
Consumer,Furniture,Tables,East,27.414,3.0,0.4,-14.1639
Consumer,Technology,Machines,East,4499.985,5.0,0.7,-6599.978
Consumer,Office Supplies,Appliances,Central,14.016,4.0,0.8,-31.536
Corporate,Office Supplies,Paper,Central,17.34,3.0,0.0,8.4966
Home Office,Technology,Phones,West,71.976,3.0,0.2,8.997
Corporate,Office Supplies,Labels,Central,8.856,3.0,0.2,2.9889
Home Office,Office Supplies,Storage,South,61.68,5.0,0.2,5.397
Consumer,Office Supplies,Binders,West,1219.96,5.0,0.2,381.2375
Consumer,Office Supplies,Binders,West,3.168,2.0,0.2,0.99
Consumer,Office Supplies,Paper,West,19.44,3.0,0.0,9.3312
