carat,cut,color,clarity,depth,table,price,x,y,z
0.56,Ideal,D,SI1,62.5,56,1814,5.26,5.24,3.28
1,Very Good,E,SI2,60.7,59,4311,6.38,6.44,3.89
1.24,Ideal,J,VS2,62.1,56,6639,6.86,6.9,4.27
0.7,Premium,G,SI1,61.6,61,2285,5.7,5.63,3.49
0.31,Very Good,H,VS1,61.7,61,544,4.31,4.34,2.67
0.5,Good,D,SI1,63.3,56,1436,5.07,5.1,3.22
0.5,Good,G,VS1,59.8,63,1645,5.12,5.15,3.07
0.32,Ideal,F,VVS1,61.7,56,809,4.37,4.42,2.71
1.1,Good,I,SI1,57.7,60,4312,6.82,6.77,3.92
1.51,Premium,F,VS2,62,59,13945,7.37,7.18,4.51
0.37,Premium,D,VS2,61,56,989,4.68,4.63,2.84
0.45,Premium,E,VS1,60.8,60,1282,4.94,4.9,2.99
0.25,Very Good,G,VVS1,61.4,56,525,4.04,4.07,2.49
0.51,Very Good,E,SI1,62.8,61,1343,5.06,5.07,3.18
1.21,Premium,H,SI1,60.5,59,6566,6.96,6.89,4.19
0.51,Very Good,E,SI1,63.2,61,1443,5.08,5.05,3.2
0.3,Very Good,G,SI1,62.5,56,432,4.27,4.3,2.68
0.54,Premium,D,VS2,60.6,58,1993,5.3,5.26,3.2
0.35,Ideal,G,SI2,61.2,56,517,4.56,4.59,2.8
0.41,Ideal,G,VVS1,62.2,54,1076,4.79,4.82,2.99
1.07,Ideal,H,SI2,59.2,57,4314,6.7,6.64,3.95
0.75,Very Good,F,SI1,63.5,56,2372,5.75,5.71,3.64
0.32,Premium,H,VS2,61.4,60,505,4.39,4.41,2.7
0.71,Good,I,SI1,62.6,63,1788,5.54,5.61,3.49
0.33,Very Good,D,VS1,61.6,53,742,4.45,4.48,2.75
1.2,Very Good,G,SI2,59.7,59,5116,6.89,6.94,4.13
0.7,Ideal,E,SI2,62.9,56,2100,5.66,5.6,3.54
0.31,Very Good,G,VVS2,60,62,707,4.4,4.44,2.65
0.3,Ideal,E,IF,61.3,58,957,4.28,4.33,2.64
0.42,Premium,G,VS2,60.1,61,1087,4.84,4.81,2.9
0.3,Ideal,D,VS2,62,55,911,4.34,4.31,2.68
1.62,Premium,F,VS1,61.3,57,16112,7.6,7.55,4.64
0.9,Good,E,VS2,64.2,59,4315,6.02,6.1,3.89
1.07,Premium,G,SI1,63,55,5091,6.55,6.47,4.1
0.77,Good,E,SI2,64.1,56,2005,5.84,5.77,3.72
0.7,Ideal,F,SI2,62.8,55,2138,5.68,5.65,3.56
0.44,Ideal,F,VVS2,60.9,55,1253,4.96,4.92,3.01
0.3,Very Good,G,IF,62.6,56,863,4.27,4.29,2.68
0.5,Ideal,E,VS2,62.2,55,1624,5.07,5.09,3.16
1.04,Premium,H,SI1,62.1,56,4316,6.48,6.41,4.01
0.7,Fair,G,SI2,65.2,56,2117,5.63,5.54,3.64
0.91,Ideal,I,VS2,61.6,55,4317,6.21,6.28,3.85
0.93,Ideal,H,SI1,61.7,55,4317,6.26,6.29,3.87
2.02,Ideal,I,SI2,62.3,55,10577,8.1,8.06,5.03
1.5,Very Good,G,VVS2,60.9,56,12798,7.34,7.37,4.48
1.08,Premium,G,SI2,60.7,60,4318,6.64,6.61,4.02
1.25,Ideal,F,VVS1,62.2,56,12584,6.89,6.93,4.3
1.51,Very Good,F,SI1,63,61,11560,7.27,7.3,4.59
1.01,Good,F,SI1,63.7,57,4989,6.4,6.35,4.06
0.31,Ideal,G,VVS1,61.9,54,789,4.35,4.37,2.7
0.37,Premium,E,VS2,60.6,58,971,4.65,4.62,2.81
0.79,Premium,H,SI2,62.8,57,2370,5.91,5.88,3.7
0.41,Premium,G,SI1,59.1,58,719,4.83,4.88,2.87
0.4,Ideal,H,VS2,61.6,57,800,4.71,4.74,2.91
0.42,Ideal,G,VS2,61.2,56,847,4.8,4.84,2.95
1.53,Very Good,G,SI2,62.1,61,8455,7.28,7.3,4.53
1.5,Ideal,J,VS2,61.6,58,7515,7.33,7.38,4.53
2.07,Very Good,J,VS2,61.3,56,13495,8.16,8.2,5.02
1,Premium,G,SI2,61.8,58,4319,6.39,6.43,3.96
0.52,Ideal,F,VVS1,61.9,55,2251,5.17,5.2,3.21
1.07,Premium,F,SI2,58.2,58,4319,6.79,6.72,3.93
1.07,Ideal,I,VS2,61.1,57,4319,6.66,6.6,4.05
0.39,Ideal,G,IF,60.6,56,1209,4.73,4.76,2.87
0.9,Very Good,G,SI1,62.4,59,4320,6.1,6.15,3.82
0.65,Ideal,D,VVS1,61.9,56,4320,5.53,5.56,3.43
1.01,Premium,H,SI1,62.7,59,4320,6.33,6.27,3.95
1.06,Ideal,G,VS1,61.4,56,7589,6.55,6.58,4.03
1.71,Premium,H,SI1,62.8,58,12338,7.62,7.53,4.76
1,Premium,H,VS2,59.4,61,5572,6.51,6.46,3.85
0.52,Very Good,E,VS2,60.9,57,1689,5.17,5.2,3.16
0.31,Ideal,G,IF,62,54,891,4.36,4.38,2.71
1.21,Ideal,H,VVS2,61.3,57,8131,6.92,6.87,4.23
1,Very Good,E,SI2,59.6,59,4321,6.48,6.51,3.87
0.57,Premium,E,VS2,61.9,60,2069,5.35,5.31,3.3
0.31,Ideal,H,VS1,61.3,55,717,4.36,4.41,2.69
0.5,Good,D,SI2,63.7,60,979,5.09,5.02,3.22
1.36,Premium,I,VS2,59.3,58,6017,7.21,7.18,4.27
1.06,Good,E,SI2,63.9,60,4321,6.45,6.41,4.11
1.09,Very Good,D,SI2,59.2,63,4322,6.71,6.67,3.96
0.32,Ideal,G,SI1,61.3,56,477,4.39,4.42,2.7
1.09,Premium,G,SI1,61.8,59,4322,6.59,6.53,4.06
1.57,Premium,H,SI1,62.2,61,10149,7.38,7.32,4.57
0.7,Ideal,D,VS1,61.4,57,4323,5.71,5.76,3.52
1.2,Good,H,SI2,62.2,62,5082,6.69,6.75,4.18
1.04,Ideal,H,SI2,60.3,57,4323,6.54,6.59,3.96
0.9,Very Good,H,VS1,62.2,57,4324,6.1,6.15,3.81
0.7,Ideal,E,SI1,62.4,55,2407,5.69,5.64,3.54
0.33,Very Good,G,VS1,60.8,57,681,4.5,4.51,2.74
1.17,Premium,F,SI2,59.6,60,4324,6.88,6.85,4.09
1.11,Ideal,F,VS2,61.8,56,9057,6.66,6.7,4.13
1.18,Ideal,H,SI2,61.2,57,5182,6.81,6.86,4.18
1.07,Premium,G,VS2,62.9,59,6644,6.52,6.49,4.09
1.71,Ideal,H,VS2,62.1,56,14017,7.64,7.7,4.76
0.4,Ideal,E,VS2,61.1,56,975,4.77,4.75,2.91
0.9,Premium,H,I1,62.8,61,1939,6.09,6.07,3.82
0.7,Very Good,F,SI1,59.8,59,2401,5.74,5.8,3.45
1.03,Ideal,H,SI2,61.1,57,4325,6.48,6.52,3.97
2,Premium,D,SI2,61.9,59,13098,8.02,8,4.98
2.03,Premium,H,SI1,61.7,59,16747,8.1,8.17,5.02
0.3,Very Good,H,VVS1,62.5,59,684,4.26,4.29,2.67
1.51,Ideal,J,VS1,62.7,56,8092,7.3,7.35,4.59
0.92,Good,F,SI1,64,56,4326,6.12,6.17,3.93
0.3,Premium,G,VVS1,61.3,58,945,4.33,4.29,2.64
1.51,Ideal,H,VS2,62.4,56,12219,7.33,7.28,4.56
0.5,Ideal,H,SI2,62.3,53,964,5.1,5.14,3.19
1.02,Very Good,E,VVS2,60.3,58,8745,6.53,6.57,3.95
0.7,Very Good,E,SI1,63.4,56,2318,5.7,5.6,3.58
1.01,Good,G,SI2,63.8,56,4327,6.32,6.28,4.02
0.45,Ideal,H,SI1,61.6,56,923,4.94,4.96,3.05
0.33,Ideal,E,VVS1,60.9,56,984,4.46,4.48,2.72
1.01,Premium,G,SI2,62,58,4327,6.41,6.37,3.96
1.06,Good,G,VS2,63.1,59,6212,6.45,6.48,4.08
0.51,Ideal,D,VS2,61.8,55,1787,5.1,5.16,3.17
1.01,Fair,G,VS1,66.8,61,4864,6.15,6.06,4.08
1.51,Very Good,I,SI2,63.1,60,6630,7.19,7.13,4.52
1.24,Premium,G,VS1,62,59,7800,6.92,6.88,4.28
0.74,Ideal,I,VS2,61.9,57,2374,5.83,5.81,3.6
0.23,Very Good,E,VVS1,61.2,57,478,3.96,3.98,2.43
0.54,Premium,F,SI1,61.8,60,1330,5.22,5.2,3.22
0.52,Premium,G,VS1,62.6,59,1689,5.08,5.11,3.19
0.35,Very Good,H,SI1,61,62,491,4.52,4.56,2.77
0.9,Very Good,H,VS2,62.3,59,4328,6.1,6.17,3.82
1.55,Ideal,I,VVS2,61.3,59,11430,7.41,7.46,4.56
1.2,Ideal,D,VS2,61.4,55,9596,6.87,6.78,4.19
1.2,Very Good,G,SI2,63.1,57,5609,6.68,6.79,4.25
2.15,Ideal,G,SI2,62.6,54,18791,8.29,8.35,5.21
1.01,Ideal,I,SI1,62.5,56,5020,6.4,6.36,3.99
1.03,Premium,E,SI2,61.4,58,4328,6.49,6.45,3.97
1.5,Fair,I,SI2,70.1,58,4328,6.96,6.85,4.84
0.31,Ideal,D,VS2,61.8,55,852,4.33,4.36,2.69
1.09,Ideal,H,VS2,61.5,54,5732,6.64,6.65,4.09
1.02,Very Good,G,VVS2,63.1,59,7942,6.45,6.38,4.05
1.01,Fair,J,SI2,66.9,58,2683,6.13,6.07,4.08
1.87,Ideal,J,SI1,62.3,57,10137,7.88,7.82,4.89
0.52,Ideal,F,VS1,62.5,57,1707,5.17,5.13,3.22
0.38,Ideal,F,VS2,62.4,54,969,4.65,4.6,2.89
0.35,Ideal,E,VS2,62,56,704,4.49,4.51,2.79
0.3,Ideal,E,VS1,60.8,57,710,4.33,4.36,2.64
1.8,Good,F,SI2,57.9,58,12196,8.08,8.13,4.69
0.52,Ideal,G,IF,61.7,56,2267,5.15,5.19,3.19
1.01,Very Good,F,SI2,62.1,58,4332,6.35,6.41,3.96
1.5,Premium,G,VS1,62.7,58,14105,7.25,7.3,4.56
0.31,Very Good,G,VVS2,63.4,59,907,4.29,4.26,2.71
1.51,Ideal,I,SI2,61.2,58,7362,7.33,7.42,4.51
0.56,Ideal,E,VS2,61.1,57,2066,5.37,5.33,3.27
0.41,Very Good,E,SI1,59.3,59,753,4.86,4.89,2.89
0.38,Ideal,D,VVS1,61.3,56,1400,4.65,4.71,2.87
0.7,Ideal,G,VS1,61.4,55,2573,5.74,5.69,3.51
0.3,Very Good,G,IF,61.4,59,831,4.27,4.3,2.63
1.74,Premium,I,SI2,62.2,58,7858,7.65,7.61,4.75
0.54,Good,E,VS2,63.1,58,1637,5.13,5.21,3.26
1.24,Ideal,D,SI1,61.9,56,6805,6.9,6.87,4.26
1.31,Very Good,I,VS2,61.2,58,6917,7.01,7.05,4.3
1.01,Ideal,I,SI2,62.5,57,4336,6.38,6.45,4.01
1.02,Very Good,E,IF,61.7,60,10029,6.38,6.52,3.98
1.13,Ideal,D,VS1,61.4,55,9448,6.72,6.74,4.13
1.22,Very Good,H,SI1,62.4,57,6323,6.78,6.82,4.24
2.01,Good,G,SI1,60.1,61,18374,8.04,8.12,4.86
0.51,Ideal,D,VVS2,61.7,56,2742,5.16,5.14,3.18
0.33,Ideal,D,VS2,61.9,53,1002,4.49,4.46,2.77
1.01,Ideal,H,VS2,61.9,57,5028,6.42,6.48,3.99
0.25,Ideal,G,VVS1,62.6,56,582,4.01,4.05,2.52
0.31,Ideal,E,SI1,62.1,56,582,4.35,4.38,2.71
0.26,Premium,E,VS1,61.9,58,452,4.1,4.11,2.54
0.59,Ideal,J,VS1,58.7,56,1330,5.52,5.48,3.23
0.42,Ideal,G,VVS2,62.7,57,938,4.73,4.78,2.98
0.51,Good,E,SI1,63.6,59,1241,5.13,5.06,3.24
0.7,Ideal,E,SI1,62.6,55,2656,5.62,5.66,3.53
0.32,Ideal,E,VVS2,60.4,59,779,4.45,4.49,2.7
0.51,Ideal,E,VS2,62.2,57,1656,5.08,5.11,3.17
0.35,Ideal,E,VS1,61.6,57,1063,4.53,4.5,2.78
1.39,Premium,H,VS2,62.5,59,7006,7.17,7.1,4.46
0.23,Very Good,E,VVS1,62.2,57,583,3.93,3.96,2.45
0.7,Fair,F,I1,70.8,56,992,5.38,5.33,3.79
0.32,Ideal,D,VS1,62.2,54,790,4.41,4.43,2.75
0.51,Good,H,SI2,63.7,61,964,4.99,4.96,3.17
0.71,Ideal,E,SI1,61.5,57,2308,5.74,5.78,3.54
1.52,Ideal,G,VS2,61.5,56,13153,7.38,7.45,4.56
0.35,Very Good,G,VS1,62.5,55,706,4.51,4.55,2.83
0.36,Premium,F,SI1,61.5,58,770,4.6,4.54,2.81
0.6,Very Good,E,VS1,60.9,58,2112,5.43,5.48,3.32
1.02,Very Good,H,VS2,62.4,57,5565,6.35,6.4,3.98
1.27,Ideal,F,SI1,61.8,57,5761,6.96,6.89,4.28
0.74,Very Good,H,SI1,62.4,58,2426,5.71,5.76,3.58
0.7,Very Good,E,SI2,60.4,59,2453,5.7,5.75,3.46
0.74,Good,F,VVS1,58.4,60,4336,6.03,6.06,3.53
0.57,Premium,G,VS1,62.4,58,1851,5.29,5.32,3.31
1.01,Very Good,H,VS2,60.7,58,5638,6.47,6.51,3.94
1.21,Premium,I,SI2,59.9,61,4337,6.89,6.85,4.11
0.29,Very Good,H,VVS2,61.2,56,541,4.26,4.29,2.61
1.01,Good,D,SI2,63.6,57,4338,6.34,6.3,4.02
0.31,Good,G,VS1,63.2,56,625,4.28,4.29,2.71
1.52,Premium,E,SI1,62.4,59,10767,7.34,7.37,4.59
1.52,Ideal,I,SI1,61.9,56,9124,7.37,7.42,4.58
0.7,Ideal,J,SI1,61,56,2096,5.69,5.82,3.51
1.01,Premium,G,SI1,62.6,60,4338,6.39,6.35,3.99
0.4,Very Good,E,VS1,62.8,59,1053,4.63,4.67,2.92
1.18,Ideal,E,IF,61.1,56,14847,6.78,6.91,4.18
0.4,Ideal,F,VS2,62.7,56,1080,4.77,4.73,2.98
1.51,Fair,H,VS2,65.6,56,7188,7.08,4.7,4
0.73,Very Good,F,SI1,59.7,60,2473,5.83,5.9,3.5
0.7,Ideal,E,SI2,62,58,2332,5.66,5.7,3.52
1.56,Premium,F,SI2,63,58,6971,7.35,7.28,4.66
1.06,Ideal,D,SI2,62.3,55,5253,6.54,6.5,4.06
0.44,Very Good,D,SI1,62.9,58,849,4.82,4.85,3.04
1.25,Premium,I,SI2,60.1,60,4340,6.99,6.95,4.19
1.16,Ideal,D,VS1,61.2,58,10241,6.73,6.76,4.13
0.51,Ideal,G,VVS2,60.1,56,1875,5.19,5.22,3.13
0.7,Ideal,F,VVS1,62.4,55,4341,5.65,5.69,3.54
1.21,Premium,F,VS2,60.1,55,8870,7.01,6.91,4.18
0.95,Premium,D,SI2,60.1,61,4341,6.37,6.35,3.82
1.09,Premium,H,SI1,61.6,57,5219,6.63,6.59,4.07
1.04,Ideal,I,SI1,61.7,57,4344,6.49,6.54,4.02
1,Ideal,G,VS1,62.7,53,7114,6.39,6.46,4.03
1.52,Premium,G,I1,62.3,60,4345,7.34,7.28,4.56
0.4,Ideal,E,VVS1,61.3,56,1824,4.78,4.75,2.92
2.11,Premium,J,VS2,59.9,60,13046,8.36,8.41,5.02
1.23,Ideal,G,VVS2,62.2,56.1,9921,6.8,6.87,4.25
0.4,Very Good,D,SI2,61.6,59,666,4.68,4.74,2.9
1.15,Premium,I,SI2,62.6,57,4347,6.73,6.69,4.2
1.15,Ideal,J,SI1,61.8,57,4347,6.73,6.67,4.14
0.38,Very Good,G,SI1,62.1,54,755,4.64,4.67,2.9
1.5,Good,H,VS2,63.9,60,10886,7.22,7.17,4.6
1.24,Premium,E,SI2,61.1,59,6377,6.99,6.89,4.24
2.03,Premium,J,SI2,62.7,59,12531,8.08,8.02,5.05
0.32,Very Good,E,VVS2,62.4,56,744,4.34,4.38,2.72
0.7,Fair,H,SI1,65.3,55,1865,5.58,5.54,3.63
0.92,Premium,D,SI1,62.3,58,4350,6.21,6.27,3.89
2.01,Ideal,G,SI2,62.8,56,15841,8.07,8.02,5.05
0.3,Ideal,F,VS1,61.6,54,621,4.32,4.35,2.67
0.7,Ideal,E,SI1,60.6,57,2614,5.76,5.79,3.5
1.15,Good,H,SI1,60.2,61,5005,6.74,6.84,4.09
0.5,Good,J,VVS2,64.1,57,1105,5,4.95,3.19
1.25,Ideal,G,VVS2,61.5,55,10636,6.92,6.94,4.26
0.24,Very Good,E,VVS1,61.7,61,485,3.95,3.99,2.45
0.3,Premium,D,SI1,61.7,59,552,4.28,4.31,2.65
1,Good,E,VS2,63.8,58,6272,6.31,6.19,3.99
1.02,Ideal,H,SI2,61.9,56,4353,6.47,6.51,4.02
0.9,Good,E,VS1,64.8,54,4353,6.12,6.07,3.95
0.33,Ideal,E,VS2,61.2,56,723,4.45,4.47,2.73
1.04,Ideal,G,VS2,62.6,55,6290,6.49,6.45,4.05
1.05,Premium,F,SI2,60.4,57,4354,6.61,6.54,3.97
0.3,Ideal,D,VS2,60.8,57,710,4.31,4.34,2.63
0.58,Ideal,J,SI1,62.1,55,1227,5.31,5.39,3.32
1.01,Ideal,E,SI2,62.1,56,4355,6.39,6.43,3.98
0.24,Very Good,F,VS2,61.9,59,419,3.98,4,2.47
0.31,Ideal,D,SI1,61.2,55,732,4.49,4.37,2.71
1.01,Very Good,H,VS2,60.2,60,5897,6.46,6.5,3.9
0.31,Ideal,F,IF,61.5,55,1061,4.34,4.37,2.68
0.7,Ideal,F,SI1,61.8,55,2423,5.75,5.71,3.54
0.4,Very Good,D,VS2,62.3,58,746,4.69,4.72,2.93
1,Very Good,G,VS2,61.5,58,5860,6.36,6.39,3.92
0.31,Premium,F,VS2,61.5,56,802,4.41,4.34,2.69
0.97,Good,I,VS2,64.5,61,4355,6.16,6.21,3.99
0.75,Premium,F,SI1,61.5,58,2683,5.83,5.87,3.6
0.35,Ideal,F,VS2,61.4,54,706,4.54,4.58,2.8
2,Ideal,J,VS2,62.3,55,13263,8.03,8.06,5.01
1.2,Very Good,H,SI1,63.3,57,5114,6.75,6.7,4.26
2,Fair,J,VS2,65.4,58,11966,7.96,7.75,5.14
0.76,Fair,H,SI1,65.5,59,2193,5.75,5.66,3.74
1.27,Ideal,F,IF,61.3,55,15377,6.98,7.02,4.29
0.42,Ideal,D,VS2,62.4,55,1031,4.8,4.82,3
0.52,Premium,H,SI1,61.6,57,1138,5.2,5.15,3.19
1.01,Premium,G,SI2,59.5,55,4355,6.59,6.53,3.9
0.71,Very Good,F,SI1,63.3,60,2198,5.61,5.54,3.53
0.76,Very Good,D,SI2,59.1,63,2006,5.91,5.84,3.47
0.32,Very Good,G,IF,62.1,53,918,4.4,4.45,2.75
0.4,Premium,E,VS2,62.5,58,912,4.65,4.73,2.93
0.91,Premium,G,VS2,60.8,56,4357,6.28,6.21,3.8
0.9,Very Good,G,VS1,62.4,55,4358,6.11,6.17,3.83
0.5,Very Good,D,SI1,61,61,1436,5.08,5.11,3.11
0.3,Premium,H,SI1,60.8,61,540,4.3,4.25,2.6
1.13,Premium,F,SI2,62.3,59,4360,6.68,6.65,4.15
1.1,Good,D,SI2,57,62,4361,6.91,6.84,3.92
1.1,Very Good,D,SI2,58.6,63,4361,6.76,6.69,3.94
0.31,Ideal,E,VS2,61.8,55,680,4.35,4.39,2.7
1,Ideal,E,SI1,62.2,53.9,5728,6.4,6.5,4
1.03,Premium,I,SI1,61.6,59,4362,6.46,6.49,3.99
0.31,Ideal,D,VS2,62.7,55,734,4.31,4.34,2.71
0.31,Ideal,D,VVS2,61.9,56,766,4.37,4.39,2.71
0.32,Ideal,F,VVS1,62,56,867,4.37,4.41,2.72
1.25,Premium,G,VS2,61.2,57,7948,6.95,6.91,4.24
0.4,Premium,D,VS2,61.7,59,1050,4.75,4.72,2.92
0.38,Ideal,F,VVS2,60.3,55,1052,4.69,4.79,2.86
0.4,Ideal,G,VVS1,61.7,57,967,4.75,4.78,2.94
0.29,Ideal,G,IF,61.3,55,673,4.25,4.28,2.61
0.7,Ideal,E,SI1,60.2,58,2617,5.75,5.78,3.47
1.28,Premium,H,SI1,62,62,6595,6.93,6.87,4.28
0.85,Ideal,E,SI1,61.6,57,4363,6.07,6.1,3.75
0.31,Very Good,J,VS2,62.7,58,380,4.3,4.34,2.71
0.31,Very Good,I,VS2,61.5,55,442,4.34,4.36,2.68
2.02,Ideal,F,SI2,62.7,57,13453,8.07,7.93,5.03
1.05,Ideal,J,SI2,61.3,56,4364,6.56,6.59,4.03
0.3,Ideal,I,VS1,62.5,54,457,4.3,4.34,2.7
0.32,Very Good,I,SI1,59.9,61,421,4.44,4.47,2.67
0.47,Ideal,J,SI1,61.9,55,740,5,5.05,3.11
0.7,Good,E,SI1,65,57,2038,5.53,5.58,3.61
1.34,Premium,G,VS2,60.7,59,9293,7.07,7.04,4.28
1.51,Good,J,SI2,58.1,64,6215,7.57,7.53,4.39
1.01,Premium,G,VVS2,60.7,58,7862,6.52,6.49,3.95
0.61,Premium,G,SI1,60.8,60,1255,5.42,5.42,3.31
0.7,Ideal,E,SI2,60.6,56,2405,5.73,5.78,3.49
0.43,Very Good,E,SI1,63.2,57,948,4.84,4.78,3.04
0.27,Very Good,E,VVS1,62.3,56,682,4.16,4.19,2.6
0.53,Ideal,G,VVS2,61.5,56,1881,5.18,5.22,3.2
1.02,Good,F,SI2,61.4,61,4368,6.4,6.44,3.94
1.04,Premium,I,SI1,62,57,4368,6.5,6.47,4.02
0.82,Ideal,I,VS1,61.4,57,2557,5.98,6.03,3.69
1.11,Ideal,I,SI1,62.3,58,4771,6.6,6.65,4.13
1.65,Very Good,J,SI1,61.7,56,7903,7.61,7.66,4.71
1.3,Premium,H,SI2,60.7,59,4368,7.06,7,4.27
1.2,Fair,H,SI2,64.8,58,4368,6.61,6.56,4.27
1.54,Ideal,H,VVS2,62.6,56,12061,7.35,7.42,4.62
0.52,Ideal,F,VVS2,62.1,54,1978,5.17,5.2,3.22
0.31,Ideal,G,VVS1,62.8,57,977,4.33,4.3,2.71
0.4,Ideal,G,VS1,62.3,57,819,4.68,4.73,2.93
1.13,Premium,G,IF,61.2,59,9525,6.71,6.78,4.13
0.41,Very Good,E,SI1,63.3,57,969,4.75,4.73,3
1.24,Very Good,J,SI1,61.6,60,5045,6.89,6.95,4.26
0.37,Premium,I,VS1,61.4,59,749,4.61,4.55,2.81
1.24,Very Good,E,SI1,61.7,59,8073,6.85,6.89,4.24
1.3,Ideal,D,SI1,61.8,56,9242,6.93,6.96,4.29
1.55,Premium,J,SI1,62.5,58,7502,7.36,7.4,4.61
0.55,Ideal,E,VVS1,62.9,57,2609,5.25,5.21,3.29
0.9,Good,F,VS2,62.4,58,4370,6.08,6.1,3.8
1.22,Premium,G,VS1,61.3,58,8779,6.91,6.89,4.23
1.02,Premium,G,SI2,62.9,59,4370,6.4,6.38,4.02
1.02,Very Good,G,SI2,63.1,60,4370,6.41,6.34,4.02
0.51,Ideal,F,VS1,62.1,56,1744,5.13,5.15,3.19
0.42,Ideal,D,VVS2,61.7,57,1132,4.8,4.82,2.97
0.59,Premium,E,VS2,59.1,61,1641,5.61,5.53,3.29
1.13,Ideal,J,SI2,61.9,56,4371,6.67,6.71,4.14
1.22,Premium,D,VS2,59.6,60,8950,6.97,6.95,4.15
0.3,Ideal,E,VVS1,61.7,58,862,4.28,4.31,2.65
0.3,Good,E,SI1,63.6,57,526,4.22,4.24,2.69
1.2,Ideal,G,SI2,61.1,57,5826,6.86,6.83,4.18
1.57,Premium,G,SI2,61.1,61,8572,7.46,7.43,4.55
1.8,Very Good,I,SI2,63.2,58,10161,7.75,7.66,4.87
1.7,Premium,H,SI2,62.1,56,7673,7.66,7.55,4.72
0.75,Premium,F,SI2,60.9,58,2274,5.88,5.91,3.59
1,Ideal,F,SI2,61.3,56,4372,6.43,6.46,3.95
0.31,Ideal,J,VS1,61.9,54.7,429,4.34,4.36,2.69
0.54,Ideal,F,VS2,62.2,57,1662,5.21,5.24,3.25
1.08,Ideal,I,VS2,61.8,54,5455,6.6,6.57,4.07
1.16,Ideal,G,VVS2,62.2,56,9251,6.7,6.74,4.18
1,Good,F,VS2,63.7,59,6037,6.32,6.27,4.01
1.01,Ideal,H,VS2,62.7,56,5260,6.4,6.35,4
1.51,Good,I,SI1,63.7,58,8313,7.22,7.26,4.61
1.64,Ideal,H,VS2,60.6,57,12561,7.71,7.67,4.66
0.31,Ideal,F,SI1,62.3,56,516,4.32,4.35,2.7
0.5,Ideal,H,VS2,61.2,56,1332,5.18,5.14,3.16
0.3,Ideal,F,IF,62.1,57,886,4.29,4.31,2.67
1.59,Ideal,I,SI1,62.1,57,8835,7.48,7.46,4.64
1.2,Very Good,E,SI1,63.2,57,6373,6.75,6.69,4.25
0.9,Fair,H,SI2,64.4,59,2138,6.03,5.99,3.87
0.93,Ideal,E,SI1,62.2,55,4374,6.24,6.27,3.89
0.52,Very Good,D,VS2,62.8,58,1749,5.11,5.14,3.22
0.71,Premium,I,VS2,62.9,60,2362,5.66,5.62,3.55
1.29,Ideal,F,SI2,61.9,55,7126,6.95,7.01,4.32
0.32,Ideal,G,VVS1,61.1,55,796,4.46,4.48,2.73
0.46,Very Good,E,VS1,58.7,60,1452,5.08,5.15,3
1.21,Ideal,I,VVS1,61.6,55,7086,6.88,6.8,4.21
1.01,Premium,D,SI1,58.9,58,5532,6.57,6.54,3.86
1.24,Premium,I,SI2,62.8,58,4375,6.88,6.79,4.28
0.51,Fair,E,VS2,65.5,51,1709,5.06,5.01,3.3
0.3,Ideal,G,VVS1,62.2,56,753,4.27,4.31,2.67
0.93,Good,G,SI1,63.8,58,4375,6.14,6.09,3.9
0.28,Ideal,F,VVS2,62.2,53,787,4.22,4.23,2.63
0.3,Ideal,E,VVS1,62.6,54,838,4.3,4.33,2.7
0.41,Ideal,E,SI2,59.8,55,876,4.93,4.81,2.91
1.21,Very Good,I,SI1,62.9,55,5452,6.69,6.76,4.23
0.31,Premium,I,SI1,62.3,58,537,4.38,4.35,2.72
0.9,Good,F,I1,64.3,58,2143,6.09,6.05,3.9
0.35,Premium,E,SI1,61.1,59,788,4.56,4.5,2.77
0.5,Premium,F,SI2,58,62,1031,5.21,5.18,3.01
0.34,Good,F,SI2,63.3,54,447,4.46,4.48,2.83
0.54,Ideal,H,VS1,62.7,57,1637,5.23,5.17,3.26
0.9,Very Good,H,VS2,63,57,4381,6.09,6.13,3.85
0.3,Ideal,E,VS2,60.2,57,844,4.38,4.36,2.63
2,Fair,H,SI2,68.7,55,9549,7.9,7.67,5.35
0.31,Premium,H,IF,60.4,58,977,4.43,4.41,2.67
0.33,Ideal,G,VS2,62,57,743,4.47,4.44,2.76
0.9,Very Good,D,SI1,59.4,62,4381,6.19,6.24,3.69
0.9,Very Good,D,SI1,61.5,58,4381,6.15,6.21,3.8
0.38,Good,F,VS2,62.7,58,752,4.56,4.6,2.87
1.2,Ideal,I,SI1,62.5,57,5107,6.77,6.71,4.21
0.3,Very Good,I,VS1,63.3,59,608,4.23,4.2,2.67
0.3,Ideal,G,VS2,60.8,57,630,4.38,4.33,2.65
0.81,Very Good,I,VS2,62.6,59.7,2444,5.86,5.92,3.69
0.32,Ideal,F,VS1,61.3,56,702,4.4,4.44,2.71
1.51,Ideal,I,SI1,62.4,59,8752,7.27,7.34,4.56
1.02,Premium,D,SI2,60.9,61,4381,6.39,6.31,3.87
0.59,Premium,G,VS1,62.5,53,1991,5.46,5.35,3.38
0.71,Premium,G,VVS1,62.7,58,2694,5.71,5.67,3.57
1,Ideal,D,SI1,62.7,57,6073,6.34,6.38,3.99
0.9,Good,G,VVS1,64,55,4382,6.05,6.02,3.86
1.03,Ideal,H,SI2,62.5,54,4382,6.46,6.5,4.05
