video_id,trending_date,title,channel_title,category_id,publish_time,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,video_error_or_removed
whwUlzuLfs4,18.28.04,Carrie Underwood Stops By Bobby Bones Show For First Interview Since Return,Bobby Bones,10,2018-04-19T13:57:49.000Z,873453,2642,212,724,False,False,False
X41ArlJVNYc,18.25.01,How to be a Hufflepuff,Sailor J,23,2018-01-22T22:43:25.000Z,225346,21820,545,2676,False,False,False
kKMNo0QvDrM,18.11.02,United Airlines Denies Emotional Support Peacock,Drew Lynch,23,2018-02-05T14:00:08.000Z,78965,4871,48,1182,False,False,False
Iay3Wu6wybA,17.01.12,"J. Balvin, Willy William - Mi Gente (Alesso Remix) with Anwar Jibawi",Alesso,10,2017-11-29T22:00:44.000Z,373301,21900,1062,1508,False,False,False
fbL1ZoAQgUU,17.26.11,First Interstellar Asteroid Wows Scientists,NASA Jet Propulsion Laboratory,28,2017-11-20T19:34:42.000Z,1208516,9376,394,2272,False,False,False
AoswyJLilgo,18.08.06,"ASKING ALEXANDRIA - Someone, Somewhere (Acoustic)",SUMERIAN,10,2018-05-28T16:59:09.000Z,859623,35075,811,1856,False,False,False
jYuQzAxBVZU,18.20.04,"Benedict Cumberbatch, Tom Hiddleston and Tom Holland dish on 'Avengers: Infinity War'",Good Morning America,24,2018-04-09T14:23:23.000Z,863715,19484,270,1395,False,False,False
E5yFcdPAGv0,18.13.06,Gorillaz - Humility (Official Video),Gorillaz,10,2018-05-31T15:57:04.000Z,24280015,903304,29801,77951,False,False,False
CvkOWb1U-LI,18.10.03,Why Are Progress Bars Wrong So Often?,Techquickie,28,2018-03-02T19:10:34.000Z,269758,12148,504,784,False,False,False
1DRhHMy-D4E,18.18.01,Dashcam captures a Car crashes into building in California - BBC News,BBC News,25,2018-01-16T12:41:25.000Z,322436,2200,176,1033,False,False,False
UhZ56rcWwRQ,17.26.11,A Wrinkle in Time Official US Trailer,Disney Movie Trailers,1,2017-11-20T01:22:15.000Z,2230014,23707,5378,5447,False,False,False
_IoOJu2_FKE,18.24.03,How Ticks Dig In With a Mouth Full of Hooks | Deep Look,Deep Look,28,2018-03-20T12:59:54.000Z,910538,9883,368,1618,False,False,False
VeXoFFxxUyc,18.12.03,Arie Luyendyk & Lauren Burnham the Morning After The Bachelor Finale,LIVEKellyandRyan,24,2018-03-07T15:04:00.000Z,430661,1265,783,418,False,False,False
XcSMdhfKga4,17.23.12,Mamma Mia! Here We Go Again - Trailer,Universal Pictures,24,2017-12-21T08:30:22.000Z,2066840,33427,2709,2923,False,False,False
91Q0kddGWLc,18.10.02,Diet Coke Twisted Mango | Groove,Diet Coke,26,2018-02-05T00:10:13.000Z,475506,1574,4074,1049,False,False,False
uI5_G-Hiu8U,18.11.03,Meeting Mommy,Wong Fu Productions,24,2018-02-28T23:10:41.000Z,282045,19320,162,1808,False,False,False
D18e8aU-UWs,18.30.01,"Sia, David Guetta & Afrojack - Helium (Sia vs. David Guetta & Afrojack)",SiaVEVO,10,2018-01-25T14:44:02.000Z,3014075,111876,2392,6511,False,False,False
uQWuC7L4_DQ,18.23.05,Spectacular and sobering view of Hawaii volcano from above,CBS This Morning,25,2018-05-17T11:48:02.000Z,618659,1933,373,664,False,False,False
TzQe4sqjZT8,17.10.12,Please Stand By - Official Trailer,Magnolia Pictures & Magnet Releasing,1,2017-12-05T17:41:48.000Z,88917,778,64,88,False,False,False
voG07pt-KYI,18.24.05,ZAYN - Entertainer (Official Video),ZaynVEVO,10,2018-05-23T16:00:03.000Z,2331335,270705,4422,22329,False,False,False
L29S0JPOrV0,18.29.04,BEYONCE'S MAKEUP ARTIST DOES MY MAKEUP! | ft. Sir John,NikkieTutorials,26,2018-04-15T19:44:18.000Z,2307704,151162,1743,8660,False,False,False
l4zbAjDVrns,18.08.01,The Greatest Bowler Ever: Bobby Pinz | Anwar Jibawi,Anwar Jibawi,23,2018-01-03T20:31:09.000Z,2361937,75709,4443,4978,False,False,False
cZYNADOHhVY,18.27.04,The Fable of the Dragon-Tyrant,CGP Grey,27,2018-04-24T13:02:43.000Z,992889,95875,3475,15021,False,False,False
8C8pRDetZr8,18.15.01,Officials investigating Hawaii missile false alarm | NBC News,NBC News,25,2018-01-14T16:31:09.000Z,7278,93,20,56,False,False,False
Zq5ESvmKagc,18.10.06,BTS So Happy Challenge with Brent Rivera | Radio Disney Music Awards,radiodisney,10,2018-06-03T00:45:00.000Z,2048752,210771,1062,18844,False,False,False
P9mBXomW1No,18.16.01,Recreating Princess Looks with Trendy Clothes!,lisbug,23,2018-01-10T20:56:41.000Z,72294,4785,256,611,False,False,False
XHkAjUVoQME,17.26.11,My Birth Father in Russia didn't know I existed - This is our bond,Alex Gilbert,22,2017-11-15T08:02:08.000Z,261021,3613,72,227,False,False,False
MfLcjWq6m9o,17.26.11,360° Norwegian Kelp Forest Soundscape #OurBluePlanet - BBC Earth,BBC Earth,15,2017-11-22T10:00:01.000Z,27805,855,33,45,False,False,False
oYL6kldXWkg,17.08.12,WE CAN FINALLY START BUILDING OUR DREAM HOME | VLOGMAS DAY 6,Vlogs By DK4L,22,2017-12-07T04:46:56.000Z,316768,20125,595,3030,False,False,False
NnpyRKfAyik,18.15.02,Live Kitten Q&A - Stacy & Pipsqueak,stacyvlogs,15,2018-02-08T01:57:36.000Z,83393,5817,31,1663,False,False,False
odHhIVjDgq8,18.05.02,My dogs thought on the current howl chain...,Chris Turner,22,2018-02-04T12:27:29.000Z,221067,3860,81,209,False,False,False
MAjY8mCTXWk,18.15.05,"周杰倫 Jay Chou【不愛我就拉倒 If You Don't Love Me, It's Fine】Official MV",杰威爾音樂 JVR Music,10,2018-05-14T15:59:47.000Z,916128,40485,1042,4746,False,False,False
8RsDxpyUa_U,18.03.03,I Lived Off Of $2 A Day (and this is what happened),Luke Korns,23,2018-02-24T19:59:50.000Z,258823,21547,413,1475,False,False,False
Ey01ZlAoYes,18.06.02,Doritos Super Bowl Commercial 2018 Peter Dinklage and Morgan Freeman,Funny Commercials,1,2018-01-30T22:01:49.000Z,1100007,8302,269,401,False,False,False
mwiKZ4qmRnQ,17.25.12,The Best Ever Vegan Chocolate Chip Cookies,Tasty,26,2017-12-19T02:00:15.000Z,262358,12273,411,1114,False,False,False
XzzQL96yAwE,18.30.04,Love at First Sight,Studio C,23,2018-04-24T22:00:05.000Z,420572,12371,1228,2277,False,False,False
p2JpSCYQKFs,18.14.02,How Do Skiers Win Races?,SciShow,27,2018-02-10T22:00:03.000Z,165074,4669,591,392,False,False,False
l9jZFwwZQJs,18.03.04,I'm the Easter Bunny? | Lele Pons,Lele Pons,23,2018-03-30T17:30:01.000Z,2978992,117935,9288,9955,False,False,False
kD-_iyS95AQ,18.26.03,History of TV Theme Songs with Will Smith,The Tonight Show Starring Jimmy Fallon,23,2018-03-23T04:08:32.000Z,4436455,58635,1800,3227,False,False,False
oLrOtjfn1rw,18.31.03,Jersey Shore Cast Reacts To Pauly D’s OG Casting Tape | Jersey Shore: Family Vacation | MTV,MTV,24,2018-03-23T19:00:03.000Z,731446,7122,587,636,False,False,False
beUCw1VH11U,17.07.12,A VERY SPECIAL DAY IN MY LIFE,Arden Rose,1,2017-12-02T18:14:51.000Z,74023,3382,77,105,False,False,False
ZkPSbp3zTfo,17.26.11,"Come Back, Barack - SNL",Saturday Night Live,24,2017-11-19T07:13:11.000Z,3217681,61196,3663,6945,False,False,False
tJfDBSWYqU8,18.05.05,"Robin Hood (2018 Movie) Teaser Trailer – Taron Egerton, Jamie Foxx, Jamie Dornan",Lionsgate Movies,1,2018-05-03T12:55:03.000Z,3846982,19109,7938,5664,False,False,False
iD8K3pNhf-U,18.28.02,Kid Rock - American Rock 'n Roll (Official Video),Kid Rock,10,2018-02-26T05:00:01.000Z,198316,5648,1166,764,False,False,False
ai_UWoM37dI,17.26.11,R.I.P Arya,Dwarf Mamba,24,2017-11-18T19:55:30.000Z,6840883,364594,8796,102695,False,False,False
RdAJZJd_O2E,18.01.05,Big Bang Theory: Wedding Dress Shopping and Emotions || Mayim Bialik,Mayim Bialik,22,2018-04-27T14:49:54.000Z,290439,10774,614,1326,False,False,False
oY9GVZKwBhI,18.04.05,COPYING MADDIE ZIEGLER'S INSTAGRAM PHOTOS,Jess Conte,24,2018-04-26T00:55:12.000Z,1998543,103493,1428,2668,False,False,False
LIEOeqNRikk,18.30.01,American vs. Brit,Oscar Fury,20,2018-01-26T19:37:39.000Z,19459,148,12,12,False,False,False
VFnXRntc9XA,18.01.02,Jack White - Corporation (Audio),JackWhiteVEVO,10,2018-01-26T05:01:00.000Z,263914,7604,374,961,False,False,False
UKserM-i0_A,18.27.05,Panic! At The Disco: High Hopes (Audio),Panic! At The Disco,10,2018-05-23T18:00:13.000Z,2133194,164867,1319,19308,False,False,False
au8QGTiPhEw,18.09.06,Azealia Banks - Anna Wintour,AzealiaBanksVEVO,10,2018-05-24T15:59:22.000Z,2336836,87268,11918,15401,False,False,False
IvAvHjYoLUU,18.25.01,Why Cities Exist,Wendover Productions,27,2018-01-23T15:35:15.000Z,445839,21569,865,2533,False,False,False
Zq5ESvmKagc,18.14.06,BTS So Happy Challenge with Brent Rivera | Radio Disney Music Awards,radiodisney,10,2018-06-03T00:45:00.000Z,2179222,216640,1093,19149,False,False,False
flLc6LmAG6c,18.30.05,HONNE - Location Unknown ◐ (feat. Georgia),H O N N E,10,2018-05-25T15:01:20.000Z,229191,11254,107,375,False,False,False
ZUSPD9zOyJs,18.16.05,“Infinity War” Cast Reacts To Fan Tweets,BuzzFeed Celeb,22,2018-05-01T18:38:34.000Z,5848583,183037,3071,7726,False,False,False
_mHSkHjInS4,17.30.12,Dwayne Johnson and Kevin Hart Insult Each Other | CONTAINS STRONG LANGUAGE!,BBC Radio 1,1,2017-12-19T15:00:07.000Z,2776665,54243,866,1801,False,False,False
NYizLfEYKuY,17.26.11,This Is the Most Expensive Steak in New York City — The Meat Show,Eater,26,2017-11-20T15:00:03.000Z,174561,2138,133,213,False,False,False
7J4nN0Te9m8,18.04.03,Butterflies,Kacey Musgraves - Topic,10,2018-02-23T03:35:17.000Z,134940,2004,234,85,False,False,False
t7klO0p092Y,18.21.04,Moving Truck vs Low Bridge in Slow Mo,The Slow Mo Guys,24,2018-04-03T16:00:09.000Z,1120841,39990,391,1939,False,False,False
aTgxG6LPh9w,18.16.01,Growing Up - Cyanide & Happiness Shorts,ExplosmEntertainment,23,2018-01-11T06:00:00.000Z,1059059,53153,2343,2950,False,False,False
Q32uEd5KF2k,18.14.02,Kris Jenner Grills Scott Disick About Dating Sofia Richie -- Watch!,Entertainment Tonight,24,2018-02-09T20:28:00.000Z,14538,93,16,27,False,False,False
GBTV5ekQwWw,18.06.04,"Stephanie McMahon sends Ronda Rousey crashing through a table: Raw, April 2, 2018",WWE,17,2018-04-03T01:29:39.000Z,4303930,41061,6518,8537,False,False,False
1qKBNKtzTWg,17.07.12,Outback Bowl is January 1st,Outback Steakhouse,24,2017-12-04T13:00:00.000Z,9387,10,1,6,False,False,False
Dm9iTlsaie4,17.15.12,Thunder officially on the clock | The Jump | ESPN,ESPN,17,2017-12-12T20:37:50.000Z,206199,1661,87,931,False,False,False
SqyPQ5eAgCY,17.16.12,Pinarello Nytro e-bike: first ride review,CyclingTips,17,2017-12-12T23:38:32.000Z,4562,64,9,17,False,False,False
anjMMdSuFuE,18.04.04,"$3 date night with Julianna, clearly worth it",Mary Giannone,23,2018-03-27T22:01:53.000Z,653700,5898,289,774,False,False,False
gO7gWDnzV8g,18.06.01,Tesla Model 3 First Drive and Impressions | Neat Stuff in Cool Cars,Jalopnik,24,2018-01-02T18:57:20.000Z,43149,613,168,267,False,False,False
Ii_Gz1WbBGA,18.03.02,Controlling An Airport From 80 Miles Away,Tom Scott,27,2018-01-29T16:00:03.000Z,261469,11176,89,1044,False,False,False
tKHC0X2EwAs,18.11.02,Justin Timberlake - Man of the Woods ALBUM REVIEW,theneedledrop,10,2018-02-06T02:28:01.000Z,330378,9844,325,2249,False,False,False
0ycLaWymtKk,17.25.12,Merry Christmas in Dominoes! 🎅🏻 (Christmas Card),Hevesh5,24,2017-12-23T18:00:00.000Z,816662,16873,468,1038,False,False,False
bPJjU2Mpujs,18.23.01,Taye Diggs Slays 'Candyman' in Front of Christina Aguilera | Lip Sync Battle Preview,Lip Sync Battle,24,2018-01-22T15:00:02.000Z,157642,1861,344,275,False,False,False
UPPkvPe5WJ8,17.14.12,Star Wars: The Last Jedi Review,John Campea,24,2017-12-12T17:36:06.000Z,63660,2347,182,855,False,False,False
VAk6bUhETHM,17.24.12,Tedashii - Messenger,Reach Records,10,2017-12-18T23:00:46.000Z,49500,2072,104,204,False,False,False
qIkuNJPtfw4,18.22.03,TRYING MEXICAN SNACKS | Roxette Arisa,Roxette Arisa,26,2018-03-08T04:26:37.000Z,719556,25426,551,1907,False,False,False
qQn6TsbYrH8,18.13.06,BIG SHAQ - MAN DON'T DANCE (OFFICIAL MUSIC VIDEO),Michael Dapaah,10,2018-06-10T21:00:18.000Z,5199107,328699,13876,30797,False,False,False
UwbO_xb1-Xo,18.26.03,"KKW BEAUTY: Conceal, Bake, Brighten with Mario Dedivanovic",Kim Kardashian West,22,2018-03-21T18:42:04.000Z,769385,0,0,0,True,True,False
m1-rpd3S-48,18.31.03,[OFFICIAL VIDEO] Attention - Pentatonix,PTXofficial,10,2018-03-23T13:59:32.000Z,5062143,261415,4757,14333,False,False,False
GqF5lyEUfMk,18.27.02,Introverts vs. Extroverts | Hannah Stocking,Hannah Stocking,23,2018-02-24T21:00:25.000Z,780425,45870,2362,3719,False,False,False
MAjY8mCTXWk,18.22.05,"周杰倫 Jay Chou【不愛我就拉倒 If You Don't Love Me, It's Fine】Official MV",杰威爾音樂 JVR Music,10,2018-05-14T15:59:47.000Z,10116519,114196,7159,13101,False,False,False
j4KvrAUjn6c,18.21.05,WE MADE OUR MOM CRY...HER DREAM CAME TRUE!,Lucas and Marcus,24,2018-05-13T18:03:56.000Z,7512530,125317,18633,21812,False,False,False
Q1EgRiVdT5w,17.26.11,How I Style Outerwear,clothesencounters,26,2017-11-19T18:00:03.000Z,178433,7481,249,342,False,False,False
9YlnHbN28jo,18.07.03,Ingenious Beauty Products - Tried and Tested: EP126,Clicknetwork,26,2018-02-24T20:44:58.000Z,292033,5543,219,228,False,False,False
gR0pSSISaVk,18.20.04,"Ronda Rousey helps Natalya fend off Absolution: Raw, April 16, 2018",WWE,17,2018-04-17T03:14:02.000Z,5451646,51723,3351,5498,False,False,False
q8v9MvManKE,18.23.04,Earth Day 2018 Google Doodle,googledoodles,1,2018-04-21T15:00:50.000Z,397920,11932,348,2845,False,False,True
nsjPEcRq_0c,18.28.03,CELEBRATING 1 MILLION SUBSCRIBERS AT FALLON!!,Will Smith,24,2018-03-23T21:28:09.000Z,1281420,73044,1098,4594,False,False,False
3BJU2drrtCM,18.23.01,How a TV Works in Slow Motion - The Slow Mo Guys,The Slow Mo Guys,24,2018-01-18T14:23:50.000Z,9820768,439810,4975,19371,False,False,False
jR5k_1Jgf2Y,17.26.11,2017 American Music Awards: Red Carpet Fashion | E! News,E! News,24,2017-11-20T06:35:16.000Z,8798,60,18,20,False,False,False
Mo9Xw_EYDFo,18.06.01,GoPro: Record Rope Jump,GoPro,17,2018-01-03T17:00:03.000Z,243998,4839,215,554,False,False,False
DxSf6Nb_I7o,18.23.03,Adam Ruins Everything - The Truth about Paul Revere | truTV,truTV,24,2018-03-15T01:00:11.000Z,234832,3561,154,324,False,False,False
lRlVPAeZTzc,18.04.04,DIY GIANT DEVILED EGG (DO NOT ATTEMPT) - TEST KITCHEN,HellthyJunkFood,24,2018-03-31T13:00:08.000Z,238714,6415,466,1115,False,False,False
HrQNdClwMs4,18.15.05,DIY GIANT McDONALDS HASH BROWN 🍟 - VERSUS,HellthyJunkFood,24,2018-05-13T13:00:01.000Z,1957964,25829,2643,3698,False,False,False
eljAjPH6zQI,18.23.03,February Favourites 2018 | Zoella,Zoella,26,2018-03-12T16:00:02.000Z,938915,42399,1170,2934,False,False,False
8oKl_qDJHt4,17.14.12,How to Hijack Amazon Prime Now for Good,Rob Bliss,24,2017-12-12T11:35:43.000Z,1104195,52956,2211,4523,False,False,False
D818vkK10UQ,17.26.11,YOGA CHALLENGE WITH TOM DALEY **Got Tasty**,Nile Wilson,17,2017-11-18T10:30:00.000Z,357054,11333,522,527,False,False,False
1csFTDXXULY,18.13.05,Can you solve the false positive riddle? - Alex Gendler,TED-Ed,27,2018-05-08T15:02:53.000Z,417684,11957,392,1317,False,False,False
OKXLBEvGgTA,18.03.03,I Tried Following a Safiya Nygaard Makeup Tutorial...,Sylvia Gani,26,2018-02-19T01:30:53.000Z,924479,35408,980,2505,False,False,False
WyWqEFeKX2E,18.16.01,Jack White - Connected By Love,JackWhiteVEVO,10,2018-01-10T17:00:07.000Z,990098,16785,2053,1739,False,False,False
2ktuvx9hrMw,17.20.12,Disney's The Nutcracker and the Four Realms - Teaser Trailer,Disney Movie Trailers,1,2017-12-19T13:16:10.000Z,765456,14950,945,2525,False,False,False
AxWxJNHoLC8,17.29.11,What Is Schizophrenia Like?,BuzzFeedVideo,22,2017-11-25T22:00:07.000Z,792614,19389,1578,2350,False,False,False
X4Ul5vTJ-uk,18.01.04,Recreating The Look | Dramatic Blue smokey Eye Makeup Tutorial,Denitslava Makeup,26,2018-03-27T16:47:21.000Z,217106,14797,221,1202,False,False,False
h_cfN1t3flE,18.25.02,Hmmm...Too Faced Life's a Festival Collection Review | Jackie Aina,Jackie Aina,26,2018-02-16T23:32:15.000Z,810279,47241,1109,3711,False,False,False
yNfI81Am8YM,18.06.03,What Is Stone Man Syndrome?,The Infographics Show,27,2018-03-04T17:00:05.000Z,482122,9754,370,1229,False,False,False
515lLZS082U,17.27.11,Pitch Perfect 3 - Riff-Off Clip [HD],Pitch Perfect,24,2017-11-27T03:00:21.000Z,156420,8285,103,556,False,False,False
SuFMMvrf4ao,18.03.01,Top 10 WORST Movies 2017,Jeremy Jahns,24,2017-12-27T14:00:03.000Z,1325224,36401,2261,6925,False,False,False
5_-NKRVn7IQ,18.26.02,Samsung Galaxy S9 and S9+: Official Introduction,Samsung,28,2018-02-25T17:19:12.000Z,1868552,75936,2932,12658,False,False,False
34cHO5_LX9g,18.11.05,SMALLFOOT - Official Trailer 1,Warner Bros. Pictures,24,2018-04-25T00:38:43.000Z,4026262,10543,1016,1044,False,False,False
RYGFczNMAMk,18.22.03,How Formation Flying Works (feat. the Red Arrows!),Tom Scott,27,2018-03-14T16:00:02.000Z,312029,15138,136,1301,False,False,False
UZf9m_x7o88,17.10.12,Thomas Fire Destroys Homes,CBS Los Angeles,25,2017-12-06T01:29:41.000Z,51736,208,28,462,False,False,False
EAGhzuitLXU,18.07.03,Ed Sheeran - Supermarket Flowers [Live from the BRITs 2018],Ed Sheeran,10,2018-02-22T16:26:18.000Z,7061203,203630,3935,8943,False,False,False
uKkbfxTHJGI,18.20.03,10$ Drum - Faded ( Alan Walker ),Big Marvel,10,2018-03-16T22:45:26.000Z,2199664,80558,8346,6135,False,False,False
Oapebl0bADA,17.19.12,Khalid - Saved (Official Video),KhalidVEVO,10,2017-12-14T15:00:01.000Z,1868421,100601,1181,4628,False,False,False
Zn99TMv0vac,18.07.02,Answering the Call,Verizon,28,2018-02-05T01:40:15.000Z,114998,815,244,119,False,False,False
RoIJtobSOqc,18.19.04,Everything Wrong With Ferdinand In 16 Minutes Or Less,CinemaSins,1,2018-04-10T15:58:09.000Z,1835311,31698,1918,4470,False,False,False
8Y5-GI9hYcI,18.07.05,"Abraham Mateo, Yandel, Jennifer Lopez - Se Acabó el Amor",AbrahamMateoVEVO,10,2018-04-20T20:00:02.000Z,18834697,265904,11657,9519,False,False,False
qOioqgPyCwE,18.09.05,Adam and Jenna's Cha Cha – Dancing with the Stars,Dancing With The Stars,24,2018-05-01T04:09:17.000Z,1020333,12077,611,931,False,False,False
BjRNY3u3bUw,18.06.01,Blumhouse's Truth or Dare - Official Trailer [HD],Universal Pictures,24,2018-01-03T16:00:10.000Z,2963329,12426,1310,2116,False,False,False
PrNRtC3XfWk,18.03.04,WE TRIED DIY-ING EXPENSIVE WEST ELM DECOR,TheSorryGirls,26,2018-03-27T15:48:34.000Z,209991,9484,545,980,False,False,False
l_eR85kmWbY,18.26.02,The Most Toxic Kiss on Earth | Because Science Live,Because Science,28,2018-02-24T00:06:03.000Z,63157,3130,52,536,False,False,False
OK3GJ0WIQ8s,18.05.03,j-hope 'Daydream (백일몽)' MV,ibighit,10,2018-03-01T15:00:02.000Z,21582276,2626585,27633,471584,False,False,False
6jxRnodaKzE,18.16.02,"42,000 Match Sphere Gets Lit",All is Art,24,2018-02-13T12:39:54.000Z,2357956,16189,669,3415,False,False,False
4HX6R88QZB0,18.10.05,Original 2007 iPhone Unboxing!!!,iJustine,22,2018-05-07T14:31:43.000Z,747118,25345,3597,5044,False,False,False
wAQ7autd61g,18.27.03,The Final Countdown - Europe (Vintage Cabaret Cover) ft. Gunhild Carling,PostmodernJukebox,10,2018-03-15T17:36:12.000Z,508371,17193,433,743,False,False,False
KUUjtUP2CrE,18.18.05,Carrie Underwood - Cry Pretty (Official Music Video),carrieunderwoodVEVO,10,2018-05-07T01:45:01.000Z,3267575,46924,2414,2729,False,False,False
yLdav-8af6g,18.26.01,Master & Apprentice: Star Wars - Custom Lightsabers | Rooster Teeth,Rooster Teeth,1,2018-01-19T21:00:03.000Z,240314,13652,158,681,False,False,False
Es9CfWMmPRU,18.03.05,$120 McGriddle Taste Test | FANCY FAST FOOD,Good Mythical Morning,24,2018-04-30T10:22:13.000Z,1020697,19154,753,2730,False,False,False
H-WEhug-up8,18.26.04,Homeless Cats,AaronsAnimals,15,2018-04-13T12:53:39.000Z,1418761,36944,1246,3047,False,False,False
Oapebl0bADA,17.21.12,Khalid - Saved (Official Video),KhalidVEVO,10,2017-12-14T15:00:01.000Z,2434422,115176,1431,4982,False,False,False
0vXLU9BnDPc,18.25.02,"Maia and Alex Shibutani, Ice Dancing Siblings, Talk Firsts | Teen Vogue",Teen Vogue,17,2018-02-20T18:30:14.000Z,98729,2632,46,132,False,False,False
ztLELdQDadE,18.09.01,Police: One man dead after explosion in Stockholm,Fox News,25,2018-01-07T15:36:19.000Z,30396,186,72,468,False,False,False
TdyllLZeviY,18.26.04,Charlie Puth - Done For Me (feat. Kehlani) [Official Video],Charlie Puth,10,2018-04-21T14:00:05.000Z,5307476,322017,4363,15949,False,False,False
q3j6708kzEY,18.05.02,If Alexa was Southern,It's a Southern Thing,23,2018-01-31T00:30:01.000Z,301925,5660,365,378,False,False,False
MaTSyJDoxPo,18.15.02,Valentine's Day OMBRÉ Heart Cake | Cupcake Jemma,CupcakeJemma,26,2018-02-08T18:30:00.000Z,181214,5703,85,249,False,False,False
NKmGVE85GUU,18.30.04,Why can't you divide by zero? - TED-Ed,TED-Ed,27,2018-04-23T15:00:43.000Z,1077730,36452,892,2918,False,False,False
kn4kBibdlWA,17.27.11,Stand-Up Battle with Jerry Seinfeld,The Tonight Show Starring Jimmy Fallon,23,2017-11-24T05:59:01.000Z,671488,6226,721,668,False,False,False
voozHXadYYE,17.25.12,The Gene Patent Question,Wendover Productions,27,2017-12-19T15:30:01.000Z,277744,13970,615,1926,False,False,False
IU-Fo-QEpOI,17.26.12,Dude Perfect Face Off | What's In The Box,Whistle Sports,17,2017-12-20T23:00:00.000Z,2609862,37610,956,2270,False,False,False
f4FuOi9rvKw,18.25.04,clickbait,ProZD,1,2018-04-09T20:00:49.000Z,1657149,85908,1149,2615,False,False,False
I2sRc3j7IU0,18.07.04,Crossing A Line (Official Video) - Mike Shinoda,Mike Shinoda,10,2018-03-29T14:00:29.000Z,1669982,91289,1287,5347,False,False,False
jDC_QZAFxKI,18.10.02,How This Insta-Famous Sugarfina Chocolate Bar Is Made | How Stuff Is Made | Refinery29,Refinery29,26,2018-02-07T16:00:03.000Z,48664,1296,36,74,False,False,False
If-n27SUAl8,18.27.02,GUY DANCES WITH HIS NEIGHBORS,Michael Callaghan,24,2018-02-20T09:22:18.000Z,31294,487,7,35,False,False,False
m8Dqg8iz5Fo,18.07.05,MY INSTAGRAM FOLLOWERS PICK MY FULL FACE OF MAKEUP!,Sylvia Gani,26,2018-04-30T00:18:19.000Z,810761,35358,564,4097,False,False,False
HbNYuOTaYFs,18.23.01,I Bought The $80 Starbucks Mug...,Dave Lee,28,2018-01-17T22:33:30.000Z,364027,13426,809,1484,False,False,False
rcGFrdopXxo,18.08.02,Pepsi Generations This is the Pepsi | Pepsi | Extended,Pepsi,24,2018-02-01T16:14:56.000Z,4352775,18073,8300,3032,False,False,False
QWz3auJ78ik,18.04.02,Bebe Rexha - Meant to Be (feat. Florida Georgia Line) [Fan Video],Bebe Rexha,10,2018-01-30T15:43:18.000Z,390562,20538,581,991,False,False,False
DGzy8FE1Rhk,18.14.06,Shawn Mendes - Nervous,ShawnMendesVEVO,10,2018-06-11T16:00:03.000Z,4986664,518240,5215,34466,False,False,False
W_pH4u5-NhE,17.07.12,S130 280ZX CM,Kita Osaka,23,2013-09-08T13:56:17.000Z,5648,21,2,0,False,False,False
a-4_6bThk2E,17.05.12,"The rise of bad jobs, explained",Vox,25,2017-12-04T14:09:43.000Z,331367,10917,472,2561,False,False,False
vDtyaRoonx4,18.27.03,GIANT ICE BLOCK Vs. TRAMPOLINE from 45m!,How Ridiculous,17,2018-03-23T22:00:02.000Z,6823188,325342,11567,60364,False,False,False
KX0fOxBVMRc,18.06.01,Ritzy Parmesan Chicken Bites | Episode 1220,Laura in the Kitchen,26,2017-12-30T03:27:12.000Z,216147,6900,223,360,False,False,False
bYXM3uz1bjM,18.30.01,James Blake - If The Car Beside You Moves Ahead (Official video),JamesBlakeVEVO,10,2018-01-26T00:00:01.000Z,365549,9838,609,808,False,False,False
SGKcrxK9hsg,17.06.12,VLOGMAS DAY 1 - Fly Away With Me,Kandee Johnson,26,2017-12-02T19:44:00.000Z,46911,3878,122,642,False,False,False
k2NskGo6x40,18.05.01,Danielle Bregoli Rejects Logan Paul's Apologies Over Suicide/Hanging Video | TMZ,TMZ,24,2018-01-03T16:00:04.000Z,3792093,82196,19211,27341,False,False,False
CA6A3ZlGlH8,18.16.01,"No Country For Pregnant Women | January 10, 2018 Act 2 | Full Frontal on TBS",Full Frontal with Samantha Bee,22,2018-01-11T07:00:00.000Z,422166,7731,1670,1820,False,False,False
6mkLWGy6Y3k,18.16.05,Shawn Mendes: The Tour - Official Trailer,Shawn Mendes,10,2018-05-08T17:23:08.000Z,383304,84773,268,5551,False,False,False
faYA_upR_a0,18.10.03,Purrthday Cake (A 10th Birthday Special) - Simon's Cat | BLACK & WHITE,Simon's Cat,15,2018-03-04T09:00:01.000Z,339038,20833,182,1575,False,False,False
sukhhtHWgko,17.14.12,Jennifer Hudson: “Burden Down” - The Voice 2017,The Voice,24,2017-12-13T02:23:04.000Z,187480,5679,109,654,False,False,False
i04pYZGDHIc,18.05.03,How To Make a CHINESE FRIED RICE TAKEOUT CAKE and FORTUNE COOKIES | Yolanda Gampp | How To Cake It,How To Cake It,26,2018-02-27T16:00:18.000Z,767280,25663,339,2633,False,False,False
MHh9NWCR_ts,18.30.03,What just happened,Lenarr Young,23,2018-03-19T02:48:50.000Z,671839,44463,898,4311,False,False,False
z91xQ5u-_wY,18.25.01,ROCKET JUMP RC CAR - Worlds highest vertical jump with an RC car! (probably),David Windestal,28,2018-01-22T21:08:26.000Z,23768,1018,29,221,False,False,False
zNL_kGO6lQ8,18.13.03,[ASMR] SLOW Tapping & Whispered Trigger Assortment,Gibi ASMR,24,2018-03-01T23:10:11.000Z,1060053,19079,1826,4456,False,False,False
